Index,Quarter-Year,Question,Question_cleaned,Asked By,Role of the person asked the question,Answer,Answer_cleaned,Answered By,Role of the person answered the question
54,1Q24,"Given that your response to Betsy's question is that 15% CET1 today prepares you for Basel III Endgame as written, you earn 22% on 
without the FDIC assessment. Ahead of Investor Day, I guess, six weeks from now or a week from now, as we think about that 
17% through -the-cycle target, if you're at the right capital level per you guys, where are you over -earning today?",['given response betsys question 15% cet1 today prepares basel iii endgame written earn 22% without fdic assessment ahead investor day guess six weeks week now think 17% -the-cycle target right capital level per guys -earning today'],Erika Najarian,"Analyst, UBS Securities LLC","Right. So, interesting framing of the question, Erika. So, I think we've been pretty consistent about where we're over -earning, right? So, 
obviously, one major area is that we're over -earning in deposit margin, especially in consumer and that's sort of why we're expecting 
sequential declines in NII, why we've talked about compressing deposit margins and increases in weighted average rate paid. So, I think that's 
probably the single biggest source of, let's call it, excess earnings currently. 

You also have heard Jamie say that we're over -earning in credit. I mean, Wholesale charge -offs have been particularly low, but we have 
builds for that. So, in the current run rate, a bit less clear the extent of what we're earning. And in Card, of course, while charge -offs are now 
close to normalized essentially, we did go through an extended period of charge -offs being very low by historical standards, although that was 
coupled with NII also being low by historical standards. So, from a bottom line perspective, it's not entirely clear what the net of that was. But 
broadly, it's really deposit margin that's the biggest single factor in the over -earning narrative. 

Embedded in your question, I think, is a little bit of the 
what are you thinking about the 17% CET1 in light of the current level of capital and so 
on and you did talk about Investor Day. I was hoping that we would have interesting things to say about that at Investor Day in light of potential 
updates of the Basel III Endgame, given that the single most important factor for that 17% is how much denominator expansion do we see 
through the Basel III Endgame. 

At the rate we're going, we won't actually know that much more about that by Investor Day, so we might not have that much more to say 
except to reiterate what I've said in the past which is that, whatever it is, it's going to be very good, our returns in absolute terms, very good in 
relative terms. We will optimize, we will seek to reprice, we will adjust in various ways to the best of our ability. But given the structure of the 
rule as proposed at least, a lot of this cannot be optimized away. And so, in the base case you have to think of it as a headwind.",['right so interesting framing question erika so think weve pretty consistent were -earning right so obviously one major area were -earning deposit margin especially consumer thats sort were expecting sequential declines nii weve talked compressing deposit margins increases weighted average rate paid so think thats probably single biggest source of lets call it excess earnings currently also heard jamie say were -earning credit mean wholesale charge -offs particularly low builds that so current run rate bit less clear extent were earning card course charge -offs close normalized essentially go extended period charge -offs low historical standards although coupled nii also low historical standards so bottom line perspective entirely clear net was broadly really deposit margin thats biggest single factor -earning narrative embedded question think little bit thinking 17% cet1 light current level capital talk investor day hoping would interesting things say investor day light potential updates basel iii endgame given single important factor 17% much denominator expansion see basel iii endgame rate were going actually know much investor day might much say except reiterate ive said past that whatever is going good returns absolute terms good relative terms optimize seek reprice adjust various ways best ability given structure rule proposed least lot cannot optimized away so base case think headwind'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
55,1Q24,,['nan'],,,,['nan'],,
56,1Q24,"Hi. Jamie, I'm just trying to reconcile some of your concerns in your CEO letter. I'm sure the 60 pages  â€“ I can see you put a lot of effort into that, and it's appreciated. But you talked about scenarios, tail risk, macro risk, geopolitical risk and all that over several years, if not weeks or months. I get it. On the other hand, the firm is investing so much more outside the U.S., whether it's commercial or some digital banking, consumer or wholesale payments. So, I'm just trying to reconcile kind of your actions with your words. And specifically, how is global Wholesale Payments going? You mentioned you're in 60 countries. You do business a lot more. How is that business in particular doing?",['hi jamie im trying reconcile concerns ceo letter im sure 60 pages â€“ see put lot effort that appreciated talked scenarios tail risk macro risk geopolitical risk several years weeks months get it hand firm investing much outside us whether commercial digital banking consumer wholesale payments so im trying reconcile kind actions words specifically global wholesale payments going mentioned 60 countries business lot more business particular doing'],Mike Mayo,"Analyst, Wells Fargo Securities LLC","Right, Mike. So Iâ€™m sorry to tell you that Jamie actually left us because heâ€™s at a leadership off-site. Thatâ€™s why he was here remote. So, I think he left the call in my hands, for better or for worse. But let me try to address some of your points and without sort of speaking for Jamie here. I think that when we talk about the impact of the geopolitical uncertainty on the outlook, part of the point there is to note that the U.S. is not isolated from that. If we have global macroeconomic problems as a result of geopolitical situations, thatâ€™s not only a problem outside of the U.S.; that affects the global economy and therefore the US and therefore our corporate customers, et cetera, et cetera. And in that context, keeping in mind what we always say that we invest through-the-cycle, that we sort of, we donâ€™t go into countries and then leave countries, et cetera. Obviously, we adjust around the edges, we manage risks, we do make choices as a function of the overall geopolitical environment. But broadly, the notion that we would pull back meaningfully from one of the key competitive strengths that this company has always had which is, its sort of global character because of a particular moment geopolitically, would just be inconsistent with how we've always operated. And in terms of the Wholesale Payments business, it's going great. We're taking share. There's been a lot of innovation there, a lot of investment in technology, a lot of connectivity to payment systems in different countries around the world. And yeah, I'm sure we'll give you more color in other settings on that, but it's a good story. It's a nice thing to see.",['right mike iâ€™m sorry tell jamie actually left us heâ€™s leadership off-site thatâ€™s remote so think left call hands better worse let try address points without sort speaking jamie here think talk impact geopolitical uncertainty outlook part point note us isolated that global macroeconomic problems result geopolitical situations thatâ€™s problem outside us; affects global economy therefore us therefore corporate customers et cetera et cetera context keeping mind always say invest through-the-cycle sort of donâ€™t go countries leave countries et cetera obviously adjust around edges manage risks make choices function overall geopolitical environment broadly notion would pull back meaningfully one key competitive strengths company always is sort global character particular moment geopolitically would inconsistent weve always operated terms wholesale payments business going great were taking share theres lot innovation there lot investment technology lot connectivity payment systems different countries around world yeah im sure well give color settings that good story nice thing see'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
57,1Q24,Do you feel like you're under-earning on the Investment Banking side?,['feel like under-earning investment banking side'],Glenn Schorr,"Analyst, Evercore ISI","Yeah, Glenn. In short, yes. I mean, I think we're not shy about saying that we're under-earning in Investment Banking right now. Clearly, we're below cycle averages, as you point out. We've been talking about when do we get back to the pre-pandemic wallet? But as you know, I mean on this point, what it was, like March 2020, right, was the beginning of the pandemic. So, it's like four years ago at this point. So, there has been GDP growth, especially in nominal terms during that period, and you would expect the wallet to growth with that. So, I do think there's meaningful upside in the Investment Banking fee wallet. As I've noted, there are some headwinds, I think particularly in M&A. But over time, you would hope that the amount of M&A is a function of the underlying industrial logic rather than the regulatory environment. So, you could see some mean reversion there. And, yeah, so that's why we're sort of leaning in. We're engaging with clients. We're making sure that we're appropriately resourced for a more robust level of the wallet and fighting for every dollar of share.",['yeah glenn short yes mean think were shy saying were under-earning investment banking right now clearly were cycle averages point out weve talking get back pre-pandemic wallet know mean point was like march 2020 right beginning pandemic so like four years ago point so gdp growth especially nominal terms period would expect wallet growth that so think theres meaningful upside investment banking fee wallet ive noted headwinds think particularly m&a time would hope amount m&a function underlying industrial logic rather regulatory environment so could see mean reversion there and yeah thats were sort leaning in were engaging clients were making sure were appropriately resourced robust level wallet fighting every dollar share'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
58,1Q24,"Good morning. You mentioned one use of capital is to lean into the trading businesses with your balance sheet. And we just see the trading assets going up Q2, which is probably seasonal, but also up a lot year-over-year, but not necessarily translate into higher revenues. And I know they don't like match up necessarily each quarter, but maybe just elaborate like how you're leaning into the trading with the balance sheet and how you expect that to benefit you over time.",['good morning mentioned one use capital lean trading businesses balance sheet see trading assets going q2 probably seasonal also lot year-over-year necessarily translate higher revenues know like match necessarily quarter maybe elaborate like leaning trading balance sheet expect benefit time'],Matt Oâ€™Connor,"Analyst, Deutsche Bank Securities, Inc.","Yeah, sure. So, let me break this question down into a couple of different parts. So, I think what Jamie was sort of suggesting is that, you can think of the concept as kind of like strategic capital versus tactical capital for lack of a better term. And what he's kind of saying is that, in a moment where you're carrying a lot of excess capital sort of for strategic reasons, you have the ability at least in theory to deploy portions of that with kind of like â€“ into relatively short-duration assets or strategies or client opportunities in whatever moment for whatever reason, and what might be thought of as a tactical sense. So, he's just pointing out that that's an option that you have. And the extent to which this quarter's increase in Markets RWA is a reflection of that, maybe a little bit, but probably not. I agree with you that it's hard in any given quarter to specifically link the change in capital and RWA to a change in revenue versus too many moving parts there. But for sure, one thing that's true is the higher run rate of the Markets businesses as a whole that we talked about a second ago, is linked also to higher deployment of balance sheet into those businesses. So, as you well know, we pride ourselves on being extremely analytical and extremely disciplined in how we analyze capital liquidity, balance sheet deployment, GSIB capacity utilization, et cetera, in the Markets business. And we don't just chase revenue; we go after returns fully measured. And that's part of the DNA, and we continue to do it and we will. So â€“ that we still are operating under multiple binding constraints. And obviously, the environment is complex, so the ability to sort of throw a ton of capital at opportunities is not quite that simple always. But big picture, we are clearly in a very, very strong capital position which is, in no small part in anticipation of all the uncertainty, but it does also mean that if opportunities arise between now and when the Basel III Endgame is final, we are very well positioned to take advantage of those opportunities.",['yeah sure so let break question couple different parts so think jamie sort suggesting that think concept kind like strategic capital versus tactical capital lack better term hes kind saying that moment carrying lot excess capital sort strategic reasons ability least theory deploy portions kind like â€“ relatively short-duration assets strategies client opportunities whatever moment whatever reason might thought tactical sense so hes pointing thats option have extent quarters increase markets rwa reflection that maybe little bit probably not agree hard given quarter specifically link change capital rwa change revenue versus many moving parts there sure one thing thats true higher run rate markets businesses whole talked second ago linked also higher deployment balance sheet businesses so well know pride extremely analytical extremely disciplined analyze capital liquidity balance sheet deployment gsib capacity utilization et cetera markets business chase revenue; go returns fully measured thats part dna continue will â€“ still operating multiple binding constraints obviously environment complex ability sort throw ton capital opportunities quite simple always big picture clearly very strong capital position is small part anticipation uncertainty also mean opportunities arise basel iii endgame final well positioned take advantage opportunities'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
59,1Q24,"Can you share with us the color on what's going on in the corporate lending market in terms of spreads seem to be getting tighter? It's not reflecting, I don't think, a real fear out there in the global geopolitical world. And any color just on what you guys are seeing in the leveraged loan market as well?",['share us color whats going corporate lending market terms spreads seem getting tighter reflecting think real fear global geopolitical world color guys seeing leveraged loan market well'],Gerard Cassidy,"Analyst, RBC Capital Markets LLC","Right. So, I think what's true about spreads in general, just broadly credit spreads including secondary markets and to some extent the leverage lending space, is that they are exceptionally tight. So, I'm sure that's reversed a little bit in the last few days. But broadly throughout the quarter, we've really seen credit spreads tighten quite a bit. You even see that a little bit in our OCI this quarter, where losses in OCI that we would've had from higher rates have been meaningfully offset by tighter credit spreads in the portfolio. So broadly, sort of in keeping with the big run-up that we saw in equity markets and the general sort of bullish tone, you saw quite a bit of credit spread tightening in secondary markets. That, I think, has manifested itself a little bit in the leverage lending space in the normal way that it does, and that there's a lot of competition among providers for the revenue pool, and you start to see a little bit of loosening of terms which always makes us a little bit concerned. And as we have in the past, we are going to be very well prepared to lose share in that space if we don't like the terms. We never compromise on structure there. So, you are seeing a little bit of that. I think that, away from the leverage lending space in the broader C&I space, there was a moment a few months ago where I think, in no small part, as a result of banks generally anticipating this more challenging capital environment and sort of disciplining a little bit their lending, you're seeing a little bit of widening actually in those corporate lending spreads. I don't know if that trend has like survived over the last few weeks, and it was little bit hard to observe in any case. But I would say broadly, the dynamics are the tension between people trying to be careful with their balance sheets and the fact that overall asset prices and conditions are quite supportive and secondary market credit spreads have rallied a lot.",['right so think whats true spreads general broadly credit spreads including secondary markets extent leverage lending space exceptionally tight so im sure thats reversed little bit last days broadly throughout quarter weve really seen credit spreads tighten quite bit even see little bit oci quarter losses oci wouldve higher rates meaningfully offset tighter credit spreads portfolio broadly sort keeping big run-up saw equity markets general sort bullish tone saw quite bit credit spread tightening secondary markets that think manifested little bit leverage lending space normal way does theres lot competition among providers revenue pool start see little bit loosening terms always makes us little bit concerned past going well prepared lose share space like terms never compromise structure there so seeing little bit that think that away leverage lending space broader c&i space moment months ago think small part result banks generally anticipating challenging capital environment sort disciplining little bit lending seeing little bit widening actually corporate lending spreads know trend like survived last weeks little bit hard observe case would say broadly dynamics tension people trying careful balance sheets fact overall asset prices conditions quite supportive secondary market credit spreads rallied lot'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
60,1Q24,"As a quick follow-up. Where are the next homeruns going to come from? And this is more strategic beyond just JPMorgan, but there are probably going to be more regional bank failures, whether it's this year or next year, and opportunities to pick those up. But what you're seeing is that, private equity and family offices are setting up to participate in this next round of bank failures. Mnuchin's buying of NYCB is clearly to create a platform for rollups of failed banks, and then there are other family offices that have filed shelf registrations for bank holding companies whose specific purpose is to buy failed banks. So, do you think that these opportunities are going to be competed away by private credit? And as part of that, do you think the regulators are going to view private credit as a different party and less attractive party versus bank takeovers of failed banks? So, that's my question.",['quick follow-up next homeruns going come from strategic beyond jpmorgan probably going regional bank failures whether year next year opportunities pick up seeing that private equity family offices setting participate next round bank failures mnuchins buying nycb clearly create platform rollups failed banks family offices filed shelf registrations bank holding companies whose specific purpose buy failed banks so think opportunities going competed away private credit part that think regulators going view private credit different party less attractive party versus bank takeovers failed banks so thats question'],Charles W. Peabody,"Analyst, Portales Partners LLC","Right. Okay, Charlie. There's a lot in there. And to be honest, I just don't love the idea of spending a lot of time on this call speculating about bank failures. You obviously have a particular view about the next wave in the landscape. I'm not going to bother debating that with you. But I guess, let me just try to say a couple of things, doing my best to answer your question. As we talked about earlier, we have a lot of capital. And as Jamie says, the capital is earnings in store, and right now we don't see a lot of really compelling opportunities to deploy the capital. But if opportunities arise despite the uncertainty about the Basel III Endgame, we will be well positioned to deploy it. I think embedded there is also sort of a question about the FDIC and the FDIC's attitude towards different types of bidders, and obviously there's a lot of thinking and analysis happening about the entire process and some recent forums and speeches on bank resolution and so on and so forth. And I think probably we can all agree that it's better, all else equal for the system, to have as much capital available and as many different types of capital available to ensure that things are stabilized if anything ever goes wrong. But the mechanics of how you do that when you're talking about banks are not trivial and not to be underestimated. So I guess, that's probably as much as I have on that.",['right okay charlie theres lot there honest love idea spending lot time call speculating bank failures obviously particular view next wave landscape im going bother debating you guess let try say couple things best answer question talked earlier lot capital jamie says capital earnings store right see lot really compelling opportunities deploy capital opportunities arise despite uncertainty basel iii endgame well positioned deploy it think embedded also sort question fdic fdics attitude towards different types bidders obviously theres lot thinking analysis happening entire process recent forums speeches bank resolution forth think probably agree better else equal system much capital available many different types capital available ensure things stabilized anything ever goes wrong mechanics talking banks trivial underestimated guess thats probably much that'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
61,2Q24,"So, wanted to start off with a question on capital just given some indications that the Fed is considering favorable revisions to both Basel III Endgame and the GSIB surcharge calculations, which I know you've been pushing for some time. As you evaluate just different capital scenarios, are these revisions material enough where they could support a higher normalized ROTCE at the Firm versus the 17% target? And if so, just how that might impact or inform your appetite for buybacks going forward?",['so wanted start question capital given indications fed considering favorable revisions basel iii endgame gsib surcharge calculations know pushing time evaluate different capital scenarios revisions material enough could support higher normalized rotce firm versus 17% target so might impact inform appetite buybacks going forward'],Steven Chubak,"Analyst, Wolfe Research LLC","Right. Okay. Thanks, Steve. And actually, before answering the question, I just want to remind everyone that Jamie is not able to join because he has a travel conflict overseas, so it's just going to be me today. Okay. Good question on the capital and the ROTCE. So, let me start with the ROTCE point first. In short, my answer to that question would be no. It's hard to imagine a scenario coming out of the whole potential range of outcomes on capital that involves an upward revision on ROTCE. If you think about the way we've been talking about this, we've said that before the Basel III Endgame proposal, we had a 17% through the cycle target, and that while you can imagine a range of different outcomes, the vast majority of them involve expansions of the denominator. And while we had ideas about changing the perimeter and repricing, all of which are still sort of in effect, most of those would be thought of as mitigants rather than things that would actually, like increase the ROTCE. And I don't really think that answer has particularly changed. So, as of now, that's what I would say, which is a good pivot to the next point, which is, yeah, we've been reading the same press coverage you've been reading and it's fun and interesting to speculate about the potential outcomes here. But in reality, we don't know anything you don't know. We don't know how reliable the press coverage is. And so, in that sense, I feel like on the overall capital return and buyback trajectory, not much has actually changed relative to what I laid out at Investor Day, the comments that I made then, the comments that Jamie made then, as well as the comments that Jamie made the subsequent week at an industry conference. So, maybe I'll just briefly summarize for everyone's benefit what we think that is, which is, one, we do recognize that our current practice on capital return and buybacks does lead to an ever-expanding CET1 ratio. But obviously, we're going to run the company over the cycle over time at a reasonable CET1 ratio with reasonable buffers relative to our requirement. So, after all the uncertainty is sorted out, the question of the deployment of the capital, one way or another, is a matter of when, not if. On the capital hierarchy, it's also worth noting that's another thing that remains unchanged, so I'll review it quickly. Growing the business organically and inorganically, sustainable dividend, and in that context it's worth noting that the board's announced intention to increase it to $1.25 is a 19% increase prior to last year. So, that's a testament to our performance and that is a return of capital. And then, finally buybacks. But that hierarchy does not commit us to return 100% of the capital generation in any given quarter. And so, as we sit here today, when you look at the relationship between the opportunity cost of not deploying the capital and the opportunities to deploy the capital outside the Firm, it's kind of hard to imagine an environment where that relationship argues more strongly for patience. So, given all that, putting it all together, and sorry for the long answer, we remain comfortable with the current amount of excess capital. And as Jamie has said, we really continue to think about it as earnings in store as much as anything else.",['right okay thanks steve actually answering question want remind everyone jamie able join travel conflict overseas going today okay good question capital rotce so let start rotce point first short answer question would no hard imagine scenario coming whole potential range outcomes capital involves upward revision rotce think way weve talking this weve said basel iii endgame proposal 17% cycle target imagine range different outcomes vast majority involve expansions denominator ideas changing perimeter repricing still sort effect would thought mitigants rather things would actually like increase rotce really think answer particularly changed so now thats would say good pivot next point is yeah weve reading press coverage reading fun interesting speculate potential outcomes here reality know anything know know reliable press coverage is so sense feel like overall capital return buyback trajectory much actually changed relative laid investor day comments made then comments jamie made then well comments jamie made subsequent week industry conference so maybe ill briefly summarize everyones benefit think is is one recognize current practice capital return buybacks lead ever-expanding cet1 ratio obviously were going run company cycle time reasonable cet1 ratio reasonable buffers relative requirement so uncertainty sorted out question deployment capital one way another matter when if capital hierarchy also worth noting thats another thing remains unchanged ill review quickly growing business organically inorganically sustainable dividend context worth noting boards announced intention increase $125 19% increase prior last year so thats testament performance return capital then finally buybacks hierarchy commit us return 100% capital generation given quarter so sit today look relationship opportunity cost deploying capital opportunities deploy capital outside firm kind hard imagine environment relationship argues strongly patience so given that putting together sorry long answer remain comfortable current amount excess capital jamie said really continue think earnings store much anything else'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
62,2Q24,"Hi, good morning. Thanks for taking my question. Jeremy, can you give an update on the stress capital buffer? You noted obviously that you think there is an error in the Fed's calculation due to OCI. Can you just give us a sense of what the dialogue with the Fed looks like? Is there a process to modify the SCB higher and if you could give us a sense of what that process looks like?",['hi good morning thanks taking question jeremy give update stress capital buffer noted obviously think error feds calculation due oci give us sense dialogue fed looks like process modify scb higher could give us sense process looks like'],Saul Martinez,"Analyst, HSBC Securities (USA), Inc","Yeah. So, I'm not going to comment about any conversations with the Fed â€“ not to confirm or deny that they even exist. That stuff is private. And so, then if you talk about, like the timing here, right, so you know that the stress capital buffer that's been released at 3.3% is a preliminary number. By rule, the Fed has to release that by August 31. It may come sooner. You talked about an error in the calculation. We haven't used that word. What we know, what we believe rather is that the amount of OCI gain that came through the Fed's disclosed results looked non-intuitively high to us. And if you adjust that in ways that we think are reasonable, you would get a slightly higher stress capital buffer. Whether the Fed agrees and whether they decide to make that change or not is up to them, and we'll see what happens. I think the larger point is that if you look at the industry as a whole and if you sort of put us into that with some higher pro formaâ€™d SCB, whatever it might suitably be, you actually see once again quite a bit of volatility in the year-on-year change in the stress capital buffer for many firms. And just sort of reiterating and another example of what we've said a lot over the years that it's volatile, it's untransparent, it makes it very hard to manage capital of a bank. It leads to excessively high management buffers, and we think it's really not a great way to do things. So, I'll leave it at that.",['yeah so im going comment conversations fed â€“ confirm deny even exist stuff private so talk about like timing here right know stress capital buffer thats released 33% preliminary number rule fed release august 31 may come sooner talked error calculation used word know believe rather amount oci gain came feds disclosed results looked non-intuitively high us adjust ways think reasonable would get slightly higher stress capital buffer whether fed agrees whether decide make change them well see happens think larger point look industry whole sort put us higher pro formaâ€™d scb whatever might suitably be actually see quite bit volatility year-on-year change stress capital buffer many firms sort reiterating another example weve said lot years volatile untransparent makes hard manage capital bank leads excessively high management buffers think really great way things so ill leave that'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
63,2Q24,"I'm just wondering just where you feel the environment is relative to the potential and just where the dialogue is across the three main bucket areas in terms of, like how does this feel in terms of a current environment versus a potential environment that we could still see ahead.",['im wondering feel environment relative potential dialogue across three main bucket areas terms of like feel terms current environment versus potential environment could still see ahead'],Ken Usdin,"Analyst, Jefferies LLC","Yeah. Thanks, Ken. It's progress, right? I mean, we're happy to see the progress. People have been talking about depressed banking fee wallet for some time and it's nice to see not only the year-on-year pop from a low base, but also a nice sequential improvement. So, that's the first thing to say. In terms of dialog and engagement, it's definitely elevated. So, the dialog on ECM is elevated, and the dialog on M&A is quite robust as well. So, all of those are good things that encourage us and make us hopeful that we could be seeing sort of a better trend in this space. But there are some important caveats. So, on the DCM side, yeah, we made pull-forward comments in the first quarter, but we still feel that this second quarter still reflects a bunch of pull-forward and therefore, we're reasonably cautious about the second half of the year. Importantly, a lot of the activity is refinancing activity as opposed to, for example, acquisition finance. So, the fact that M&A remains still relatively muted in terms of actual deals has knock-on effects on DCM as well. And when a higher percentage of the wallet is refied, then the pull-forward risk becomes a little bit higher. On ECM, if you look at it kind of at a remove, you might ask the question, given the performance of the overall indices, you would think it would be a really booming environment for IPOs for example. And while it's improving, it's not quite as good as you would otherwise expect, and that's driven by a variety of factors, including the fact that, as has been widely discussed, the extent to which the performance of the large indices is driven by, like a few stocks, the sort of mid-cap tech growth space and other spaces that would typically be driving IPOs have had much more muted performance. Also, a lot of the private capital that was raised a couple years ago was raised at pretty high valuations. And so, in some cases, people looking at IPOs could be looking at down-rounds, that's an issue. And while secondary market performance of IPOs has improved meaningfully, in some cases people still have concerns about that. So, those are a little bit of overhang on that space. I think we can hope that over time that fades away and the trend gets a bit more robust. And, yeah, on the advisory side, the regulatory overhang is there, remains there, and so, we'll just have to see how that plays out.",['yeah thanks ken progress right mean were happy see progress people talking depressed banking fee wallet time nice see year-on-year pop low base also nice sequential improvement so thats first thing say terms dialog engagement definitely elevated so dialog ecm elevated dialog m&a quite robust well so good things encourage us make us hopeful could seeing sort better trend space important caveats so dcm side yeah made pull-forward comments first quarter still feel second quarter still reflects bunch pull-forward therefore were reasonably cautious second half year importantly lot activity refinancing activity opposed to example acquisition finance so fact m&a remains still relatively muted terms actual deals knock-on effects dcm well higher percentage wallet refied pull-forward risk becomes little bit higher ecm look kind remove might ask question given performance overall indices would think would really booming environment ipos example improving quite good would otherwise expect thats driven variety factors including fact that widely discussed extent performance large indices driven by like stocks sort mid-cap tech growth space spaces would typically driving ipos much muted performance also lot private capital raised couple years ago raised pretty high valuations so cases people looking ipos could looking down-rounds thats issue secondary market performance ipos improved meaningfully cases people still concerns that so little bit overhang space think hope time fades away trend gets bit robust and yeah advisory side regulatory overhang there remains there so well see plays out'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
64,2Q24,"So, I'm curious if you're showing more progress and activity on that front. And then, very importantly, do you see the same trend happening on the asset-backed finance side because that's a bigger part of the world and it's a bigger part of your business?",['so im curious showing progress activity front then importantly see trend happening asset-backed finance side thats bigger part world bigger part business'],Glenn Schorr,"Analyst, Evercore ISI","Yeah. Thanks, Glenn. So, on private credit, so nothing really new to say there. I think, I guess, one way the environment's evolving a little bit is, as you know, a lot of money has been raised in private credit funds looking for deals. And sort of a little bit to my prior comment, in a relatively muted acquisition finance environment, at this point you've got a lot of money chasing, like not that many deals. So, the space is a little bit quieter than it was at the margin. Another interesting thing to note is some of this discussion about kind of lender protections that were typical in the syndicated leveraged finance market making their way into the private market as well as sort of people realize that even in the private market you probably need some of those protections in some cases, which is sort of supportive of the theme that we've been talking about, about convergence between the direct lending space and the syndicated lending space, which is kind of our core thesis here, which is that we can offer best-in-class service across the entire continuum, including secondary market trading and so on. So, we feel optimistic about our offering there. I think the current environment is maybe a little bit quieter than it was. So, it's maybe not a great moment to, like kind of test whether we're doing a lot more or less in the space, so to speak. And then, on asset-backed financing, you actually asked me that question before, and at the time, my answer was that I hadn't heard much about that trend and that continues to be the case. But clearly, there must be something I'm missing. So, I can follow up on that and maybe we can have a chat about it.",['yeah thanks glenn so private credit nothing really new say there think guess one way environments evolving little bit is know lot money raised private credit funds looking deals sort little bit prior comment relatively muted acquisition finance environment point got lot money chasing like many deals so space little bit quieter margin another interesting thing note discussion kind lender protections typical syndicated leveraged finance market making way private market well sort people realize even private market probably need protections cases sort supportive theme weve talking about convergence direct lending space syndicated lending space kind core thesis here offer best-in-class service across entire continuum including secondary market trading on so feel optimistic offering there think current environment maybe little bit quieter was so maybe great moment to like kind test whether were lot less space speak then asset-backed financing actually asked question before time answer heard much trend continues case clearly must something im missing so follow maybe chat it'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
65,2Q24,"Good morning. I was just wondering if you can elaborate on essentially the math behind the ROTCE being too high at 20% and more normalized at 17%. Obviously, you've pointed to overearning on NII. And I guess, the question is, is that all of it to go from 20% to 17%? And if so, is that all consumer deposit costs or are there a few other components that you could help frame for us?",['good morning wondering elaborate essentially math behind rotce high 20% normalized 17% obviously pointed overearning nii guess question is go 20% 17% so consumer deposit costs components could help frame us'],Matt O'Connor,"Analyst, Deutsche Bank Securities, Inc.","Sure. Good question, Matt. I mean, I guess, the way I think about it is a couple of things, like our returns tend to be a bit seasonal, right? So, if you kind of build yourself out a full-year forecast and make reasonable, just based on your own or analyst consensus or whatever and you think about fourth quarter, like better look at this on a full-year basis when you think about the returns than the quarterly numbers and you obviously have to strip out kind of the one-time items. And so, if you do that, like whatever you get for this year, is still clearly a number that's higher than the 17%. So, yeah, one source of headwinds is normalization of the NII, primarily as a result of expected higher deposit costs. That's â€“ we've talked about that. Part of it is also the yield curve effects. Some cuts will come into the curve at some point. And in the normal course, if you kind of do a very, very, very simple mental model of the company, you would have, like revenues growing at some organic GDP, like rate maybe higher, and expenses growing at a similar slightly lower rate producing a sort of relatively stable overhead ratio. But even if the amount of NII normalization winds up being less than we might have thought at some prior point, you still have some normalization of the overhead ratio that needs to happen. So, as much as our discipline on expense management is as tight as it always has been there, inflation is still non-zero. There are still investments that we're executing. There's still higher expense to come in a slightly flatter revenue environment as a result of, in part, the normalization of NII. And then, the final point is that whatever winds up being the answer on Basel III Endgame and all the other pieces, you have to assume some amount of expansion of the denominator, at least based on what we know so far. So, of course, any of those pieces could be wrong, but that's kind of how we get to our 17%. And if you look at the various scenarios that we showed on the last page of my Investor Day presentation, it illustrates those dynamics and also how much the range could actually vary as a function of the economic environment and other factors.",['sure good question matt mean guess way think couple things like returns tend bit seasonal right so kind build full-year forecast make reasonable based analyst consensus whatever think fourth quarter like better look full-year basis think returns quarterly numbers obviously strip kind one-time items so that like whatever get year still clearly number thats higher 17% so yeah one source headwinds normalization nii primarily result expected higher deposit costs thats â€“ weve talked that part also yield curve effects cuts come curve point normal course kind very very simple mental model company would have like revenues growing organic gdp like rate maybe higher expenses growing similar slightly lower rate producing sort relatively stable overhead ratio even amount nii normalization winds less might thought prior point still normalization overhead ratio needs happen so much discipline expense management tight always there inflation still non-zero still investments were executing theres still higher expense come slightly flatter revenue environment result of part normalization nii then final point whatever winds answer basel iii endgame pieces assume amount expansion denominator least based know far so course pieces could wrong thats kind get 17% look various scenarios showed last page investor day presentation illustrates dynamics also much range could actually vary function economic environment factors'],Jeremy Barnum,"Chief Financial Officer, JPMorgan Chase & Co."
