filename,chunk_index,chunk_text,financial_quarter,call_date
jpm-2q24-earnings-call-transcript-final.pdf,23,"For the quarter, long-term net inflows were $52 billion, led by Equities and Fixed Income. And in liquidity, we saw net inflows of
$16 billion. AUM of $3.7 trillion was up 15% year-on-year, and client assets of $5.4 trillion were up 18% year-on-year, driven by higher market
levels and continued net inflows. And finally, loans and deposits were both flat quarter-on-quarter. Turning to Corporate on page 7, Corporate reported net income of $6.8 billion on revenue of $10.1 billion.",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,24,"Excluding this quarter's Visa-related
gain and the First Republic bargain purchase gain in the prior year, NIR was up approximately $450 million year-on-year. NII was up $626
million year-on-year, driven by the impact of balance sheet mix and higher rates. Expenses of $1.6 billion were up $427 million year-on-year.",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,25,"Excluding Foundation contribution, expenses were down $573 million year-on-year, largely as a result of moving First Republic-related
expense out of Corporate into the relevant segments. To finish up, we have the outlook on page 8. Our 2024 guidance including the drivers remains unchanged from what we said at Investor Day. We continue to expect NII and NII ex.",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,26,"Markets of approximately $91 billion, adjusted expense of about $92 billion, and on credit, Card net
charge-off rate of approximately 3.4%. So, to wrap up, the reported performance for the quarter was exceptional and actually represents record revenue and net income, or more
importantly, after excluding the significant items, the underlying performance continues to be quite strong. And, as always, we remain focused
on continuing to execute with discipline.",2Q24,2024-07-12
jpm-2q24-earnings-call-transcript-final.pdf,27,"And with that, let's open the line for Q&A.",2Q24,2024-07-12
jpm-1q24-earnings-call-transcript.pdf,1,"Operator: Good morning, ladies and gentlemen. Welcome to JPMorgan Chase's First Quarter 2024 Earnings Call. This call is being
recorded. Your line will be muted for the duration of the call. We will now go live to the presentation. Please standby. At this time, I would like to turn the call over to JPMorgan Chase's Chairman and CEO, Jamie Dimon; and Chief Financial Officer, Jeremy
Barnum. Mr. Barnum, please go ahead. Jeremy Barnum
Chief Financial Officer, JPMorgan Chase & Co.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,2,"Thank you very much, and good morning, everyone. The presentation is available on our website and please refer to the disclaimer in the
back. – the firm reported net income of $13.4 billion, EPS of $4.44 on revenue of $42.5 billion and delivered an ROTCE of 21%. These results included a $725 million increase to the special assessment resulting from the FDIC's updated estimate of expected losses from
the closures of Silicon Valley Bank and Signature Bank. Touching on a couple of highlights.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,3,"Firmwide IB fees were up 18% year-on-year,
reflecting particular strength in underwriting fees, and we've seen strong net inflows across AWM as well as in the CCB Wealth Management
business. we have some more detail. This is the last quarter we'll discuss results excluding First Republic given that, going forward, First
Republic results will naturally be included in the prior period, making year-on-year results comparable.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,4,"For this quarter, First Republic
contributed $1.7 billion of revenue, $806 million of expense and $668 million of net income. Now, focusing on the Firmwide results excluding First Republic – revenue of $40.9 billion was up $1.5 billion or 4% year-on-year. NII ex. Markets was up $736 million or 4%, driven by the impact of balance sheet mix and higher rates as well as higher revolving balances in Card,
largely offset by deposit margin compression and lower deposit balances in CCB. NIR ex.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,5,"Markets was up $1.2 billion or 12%, driven by higher
Firmwide Asset Management and Investment Banking fees as well as lower net investment securities losses. And Markets revenue was down
$400 million or 5% year-on-year. Expenses of $22 billion were up $1.8 billion or 9% year-on-year, driven by higher compensation, including growth in employees and the
increase to the FDIC's special assessment.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,6,"And credit costs were $1.9 billion, reflecting net charge-offs of $2 billion and a net reserve release
of $38 million. Net charge-offs were up $816 (sic) million, predominately driven by Card. On the balance sheet and capital, on page 3. We ended the quarter with a CET1 ratio of 15%, relatively flat versus the prior quarter, reflecting
net income which was predominantly offset by higher RWA and capital distribution.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,7,"This quarter's higher RWA is largely due to seasonal
effects including higher client activity in Markets and higher risk weights on deferred tax assets, partially offset by lower Card loans. Now, let's go to our businesses, starting with CCB on page 4. Consumers remain financially healthy supported by a resilient labor market. While cash buffers have largely normalized, balances are still above pre-pandemic levels and wages are keeping pace with inflation.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,8,"When
looking at a stable cohort of customers, overall spend is in line with the prior year. Turning now to the financial results, excluding First Republic. CCB reported net income of $4.4 billion on revenue of $16.6 billion, which was
up 1% year-on-year. In Banking & Wealth Management, revenue was down 4% year-on-year, reflecting lower NII on lower deposits with
average balances down 7%, as our CD mix increased.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,9,"Client investment assets were up 25% year-on-year, driven by market performance
and strong net inflows. In Home Lending, revenue was up 10% year-on-year, predominantly driven by higher NII and production revenue. Originations, while still modest, were up 10%. Moving to Card Services & Auto, revenue was up 8% year-on-year, driven by higher Card Services NII on higher revolving balances, partially
offset by higher Card acquisition costs from new account growth and lower auto lease income.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,10,"Card outstandings were up 13% due to strong
account acquisition and the continued normalization of revolve. And in Auto, originations were $8.9 billion, down 3%, while we maintained
healthy margins and market share. Expenses of $8.8 billion were up 9% year-on-year, largely driven by field compensation and continued growth in technology and marketing.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,11,"In
terms of credit performance this quarter, credit costs were $1.9 billion, driven by net charge-offs which were up $825 million year-on-year,
predominately due to continued normalization in Card. The net reserve build was $45 million, reflecting the build in Card, largely offset by a
release in Home Lending. Next, the Corporate & Investment Bank on page 5.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,12,"Before reporting CIB's results, I want to note that this will also be the last quarter we will
report earnings for the CIB and CB as standalone segments. Between now and Investor Day, we will furnish an 8K with historical results
including five quarters and two full years of history consistent with the structure of the new Commercial and Investment Bank segment, in line
with the re-organization that was announced in January.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,13,"Turning back to this quarter, CIB reported net income of $4.8 billion on revenue of $13.6 billion. Investment Banking revenue of $2 billion was
up 27% year-on-year. IB fees were up 21% year-on-year and we ranked number one with year-to-date wallet share of 9.1%. In Advisory, fees
were down 21%, driven by fewer large completed deals. Underwriting fees were up significantly, benefiting from improved market conditions,
with debt up 58% and equity up 51%.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,14,"In terms of the outlook, while we're encouraged by the level of capital markets activity we saw this quarter, we need to be mindful that some
meaningful portion of that is likely pulling forward from later in the year. Similarly, while it was encouraging to see some positive momentum in
announced M&A in the quarter, it remains to be seen whether that will continue and the Advisory business still faces structural headwinds from
the regulatory environment.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,15,"Payments revenue was $2.4 billion, down 1% year-on-year, as deposit margin normalization and deposit-related
client credits were largely offset by higher fee-based revenue and deposit balances. Moving to Markets, total revenue was $8 billion, down 5% year-on-year. Fixed income was down 7%, driven by lower activity in Rates and
Commodities compared to a strong prior-year quarter, partially offset by strong results in Securitized Products. Equity Markets was flat.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,16,"Securities Services revenue of $1.2 billion was up 3% year-on-year. Expenses of $7.2 billion were down 4% year-on-year, predominantly
driven by lower legal expense. Moving to the Commercial Bank on page 6. Commercial Banking reported net income of $1.6 billion. Revenue of $3.6 billion was up 3% year-
on-year, driven by higher non-interest revenue.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,17,"Gross Investment Banking and Markets revenue of $913 million was up 4% year-on-year, with
increased IB fees largely offset by lower markets revenue compared to a strong prior year quarter. Payments revenue of $1.9 billion was down 2% year-on-year, driven by lower deposit margins and balances, largely offset by fee growth net
of higher deposit-related client credits.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,18,"Expenses of $1.5 billion were up 13% year-on-year, predominantly driven by higher compensation,
reflecting an increase in employees including front office and technology investments, as well as higher volume-related expense. Average deposits were down 3% year-on-year, primarily driven by lower non-operating deposits and down 1% quarter-on-quarter, reflecting
seasonally lower balances. Loans were flat quarter-on-quarter.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,19,"C&I loans were down 1%, reflecting muted demand for new loans as clients
remain cautious. And CRE loans were flat as higher rates continued to have an impact on originations and payoff activity. Finally, credit costs were a net benefit of $35 million, including a net reserve release of $101 million and net charge-offs of $66 million. Then to complete our lines of business, AWM on page 7. Asset & Wealth Management reported net income of $1 billion, with pre-tax margin
of 28%.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,20,"Revenue of $4.7 billion was down 1% year-on-year. Excluding net investment valuation gains in the prior year, revenue was up 5%,
driven by higher management fees on strong net inflows and higher average market levels, partially offset by lower NII due to deposit margin
compression.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,21,"Expenses of $3.4 billion were up 11% year-on-year, largely driven by higher compensation, including revenue-related compensation,
continued growth in our private banking advisor teams and the impact of the J.P. Morgan Asset Management China acquisition as well as
higher distribution fees. For the quarter, long-term net inflows were $34 billion, led by Equities and Fixed Income.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,22,"AUM of $3.6 trillion was up 19% year-on-year and
client assets of $5.2 trillion were up 20% year-on-year, driven by higher market levels and continued net inflows. And finally, loans were down
1% quarter-on-quarter and deposits were flat. Turning to Corporate on page 8, Corporate reported net income of $918 million. Revenue was $2.3 billion, up $1.3 billion year-on-year. NII
was $2.5 billion, up $737 million year-on-year driven by the impact of balance sheet mix and higher rates.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,23,"NIR was a net loss of $188 million. The current quarter included net investment securities losses of $366 million compared with net securities losses of $868 million in the prior
year quarter. Expenses of $1 billion were up $889 million year-on-year, predominately driven by the increase to the FDIC special assessment. To finish up, we have the outlook on page 9. We now expect NII ex. Markets to be approximately $89 billion based on a forward curve that
contained three rate cuts at quarter end.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,24,"Our total NII guidance remains approximately $90 billion, which implies a decrease in our Markets NII
guidance from around $2 billion to around $1 billion. The primary driver of that reduction is balance sheet growth and mix shift in the Markets
business, and as a reminder, changes in Markets NII are generally revenue neutral. Our outlook for adjusted expense is now about $91 billion, reflecting the increase to the FDIC special assessment I mentioned upfront.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,25,"And on
credit, we continue to expect the 2024 Card net charge-off rate to be below 3.5%. Finally, you may have noticed that our effective tax rate has increased this quarter and it will likely stay around 23% this year absent discrete
items, which can vary quite a bit. The driver of this change is the firm's adoption of the proportional amortization method for certain tax equity
investments. Our managed rate is unchanged and it should average about 3.5% above the effective tax rate.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,26,"This is a smaller gap than we
previously observed and we expect this approximate relationship to persist going forward although the difference will continue to fluctuate as it
has in the past. For the avoidance of doubt, these changes have no meaningful impact on expected annual net income; we're just mentioning this to help with
your models. So, to wrap up, we're pleased with another quarter of strong operating results even as the journey towards NII normalization begins.",1Q24,2024-04-12
jpm-1q24-earnings-call-transcript.pdf,27,"While we
remain confident in our ability to produce strong returns and manage risk across a range of scenarios, the economic, geopolitical and
regulatory uncertainties that we have been talking about for some time remain prominent and we are focused on being prepared to navigate
those challenges as well as any others that may come our way. And with that, let's open up the line for Q&A.",1Q24,2024-04-12
jpm-4q23-earnings-call-transcript.pdf,1,"Operator: Good morning, ladies and gentlemen. Welcome to JPMorgan Chase's Fourth Quarter 2023 Earnings Call. This call is being
recorded. Your line will be muted for the duration of the call. We will now go to the live presentation. Please stand by. At this time, I would like to turn the call over to JPMorgan Chase's Chairman and CEO, Jamie Dimon, and Chief Financial Officer, Jeremy
Barnum. Mr. Barnum, please go ahead. Jeremy Barnum
Chief Financial Officer, JPMorgan Chase & Co.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,2,"Thank you and good morning everyone. The presentation is available on our website and please refer to the disclaimer in the back. Starting
on page 1, the firm reported net income of $9.3 billion, EPS of $3.04 on revenue of $39.9 billion and delivered an ROTCE of 15%. These
results included the $2.9 billion FDIC special assessment and $743 million of net investment securities losses in Corporate. we have more on our fourth quarter results.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,3,"Similar to prior quarters, we have called out the impact of First Republic where
relevant. You'll also note that we have now allocated certain deposits, which were previously in CCB, to the appropriate lines of business. For
the quarter, First Republic contributed $1.9 billion of revenue, $890 million of expense and $647 million of net income. Now focusing on the Firmwide fourth quarter results excluding First Republic, revenue of $38.1 billion was up $2.5 billion or 7% year-on-year. NII ex.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,4,"Markets was up $2.2 billion or 11%, predominantly driven by higher rates. NIR ex. Markets was up $139 million or 1%, and Markets
revenue was up $141 million or 2%. Expenses of $23.6 billion were up $4.6 billion or 24% year-on-year, predominantly driven by the FDIC
special assessment and higher compensation, including wage inflation and growth in front office and technology. And credit costs were $2.6 billion, reflecting net charge-offs of $2.2 billion and a net reserve build of $474 million.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,5,"Net charge-offs were up $1.3
billion, predominantly driven by Card and single name exposures in Wholesale, which were largely previously reserved. The net reserve build
was primarily driven by loan growth in Card and a deterioration in the outlook related to commercial real estate valuations in the Commercial
Bank. Looking at the full year results on page 3, the firm reported net income of $50 billion, EPS of $16.23 and revenue of $162 billion. And we
delivered an ROTCE of 21%.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,6,"On to balance sheet and capital on page 4. We ended the quarter with a CET1 ratio of 15%, up 70 basis points
versus the prior quarter, primarily driven by net income, OCI gains and lower RWA, partially offset by a continued modest pace of capital
distributions as the firm builds towards the proposed Basel III Endgame requirements. Now, let's go to our businesses starting with CCB on page 5.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,7,"Total debit and credit card spend was up 7% year-on-year, driven by strong
account growth, and consumer spend remained stable. Turning now to the financial results excluding First Republic, CCB reported net income
of $4.4 billion on revenue of $17 billion, which was up 8% year-on-year. In Banking & Wealth Management, revenue was up 6% year-on-year, reflecting higher NII on higher rates, largely offset by lower deposits with
average balances down 8% year-on-year.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,8,"Client investment assets were up 25%, driven by market performance and strong net inflows – in
fact, it's been a record year for retail net new money. In Home Lending, revenue was up $230 million, predominantly driven by the absence of
an MSR loss this quarter versus the prior year, and higher NII. Moving to Card Services & Auto – revenue was up 8% year-on-year, driven by higher Card Services NII on higher revolving balances, partially
offset by lower Auto lease income.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,9,"Card outstandings were up 14%, due to strong account acquisition and continued normalization of revolve. And in Auto, originations were $9.9 billion, up 32% as we gained market share, while retaining strong margins. Expenses of $8.7 billion were up 10% year-on-year, largely driven by compensation, including an increase in employees, primarily in bankers,
advisors and technology, and wage inflation, as well as continued investments in marketing and technology.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,10,"In terms of credit performance
this quarter, credit costs were $2.2 billion, largely driven by net charge-offs, which were up $791 million year-on-year, predominantly due to
continued normalization in Card. The net reserve build of $538 million reflected loan growth in Card. Next, the CIB on page 6. The CIB reported net income of $2.5 billion on revenue of $11 billion. Investment Banking revenue of $1.6 billion was
up 13% year-on-year.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,11,"IB fees were also up 13% year-on-year and we ended the year ranked number one with a wallet share of 8.8%. In
Advisory, fees were up 2%. Underwriting fees were up significantly compared to a weak prior-year quarter, with debt up 21% and equity up
30%. We are starting the year with a healthy pipeline, and we are encouraged by the level of capital markets activity, but announced M&A remains a
headwind, and the extent as well as the timing of capital markets normalization remains uncertain.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,12,"Payments revenue was $2.3 billion, up 10%
year-on-year. Excluding equity investments, it was flat as fee growth was predominantly offset by deposit-related client credits. Moving to Markets, total revenue was $5.8 billion, up 2% year-on-year. Fixed Income was a record fourth quarter, up 8%. It was another
strong quarter in our Securitized Products business, which was partially offset by lower revenue in Rates coming off a strong quarter last year.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,13,"Equity Markets was down 8%, driven by lower revenue in Derivatives and Cash. Securities Services revenue of $1.2 billion was up 3% year-
on-year. Expenses of $6.8 billion were up 4% year-on-year, predominantly driven by the timing of revenue-related compensation. Credit costs
were $210 million, reflecting net charge-offs of $121 million and a net reserve build of $89 million. Moving to the Commercial Bank on page 7. Commercial Banking reported net income of $1.5 billion.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,14,"Revenue of $3.7 billion was up 7% year-
on-year, largely driven by higher NII, where the impact of rates was partially offset by lower deposit balances. Payments revenue of $2 billion,
was up 2% year-on-year, driven by fee growth, largely offset by deposit-related client credits. Gross Investment Banking and Markets revenue
of $924 million, was up 32% year-on-year, primarily reflecting increased capital markets and M&A activity.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,15,"Expenses of $1.4 billion were up 9% year-on-year, driven by an increase in employees, including front office and technology investments, as
well as higher volume-related expense, including the impact of new client acquisition. Average deposits were down 6% year-on-year, primarily
driven by lower non-operating deposits as clients continued to opt for higher yielding alternatives and flat quarter-on-quarter as client balances
are seasonally higher at year-end.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,16,"Loans were down 1% quarter-on-quarter. C&I loans were down 2%, reflecting lower revolver utilization and muted demand for new loans as
clients remain cautious. And CRE loans were flat, as higher rates continued to have an impact on originations and payoff activity. Finally,
credit costs were $269 million, including net charge-offs of $127 million and a net reserve build of $142 million, driven by a deterioration in our
commercial real estate valuation outlook.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,17,"And then, to complete our lines of business, AWM on page 8. Asset & Wealth Management reported net income of $925 million – with pre-tax
margin of 28%. Revenue of $4.7 billion was up 2% year-on-year, driven by higher management fees on strong net inflows and higher average
market levels, predominantly offset by lower NII. The decrease in NII reflects lower deposit margins and balances, partially offset by wider
spreads on loans.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,18,"Expenses of $3.4 billion were up 11% year-on-year, largely driven by higher compensation, including performance-based incentives;
continued growth in our private banking advisor teams, the impact of closing J.P. Morgan Asset Management China acquisition and the
continued investment in Global Shares. For the quarter, net long-term inflows were $12 billion – positive across Equities and Fixed Income – and $140 billion for the full year.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,19,"In
liquidity, we saw net inflows of $49 billion for the quarter and net inflows of $242 billion for the full year. And we had record client asset net
inflows $489 billion for the year. AUM of $3.4 trillion and client assets of $5 trillion were both up 24% year-on-year, driven by continued net
inflows and higher market levels. And finally, loans were up 2% quarter-on-quarter and deposits were up 7% quarter-on-quarter. Turning to Corporate on page 9. Corporate reported a net loss of $689 million.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,20,"Revenue of $1.8 billion was up $597 million year-on-year. NII of
$2.5 billion, was up $1.2 billion year-on-year due to the impact of higher rates and balance sheet mix. NIR was a net loss of $687 million,
compared with a net loss of $115 million and included the net investment securities losses I mentioned upfront. And expenses of $3.4 billion
were up $3 billion year-on-year, predominantly driven by the FDIC special assessment.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,21,"With that, let's pivot to the outlook for 2024, starting with NII on page 10. We expect 2024 NII ex. Markets to be approximately $88 billion. Going through the drivers, the outlook assumes that rates follow the forward curve, which currently includes six cuts this year. On deposits, we
expect balances to be very modestly down from current levels.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,22,"While lower rates should decrease repricing pressure, we remain asset
sensitive, and therefore, lower rates will decrease NII, resulting in more normal deposit margins. We expect strong loan growth in Card to
continue, but not at the same pace as 2023. Still, this should help offset some of the impact of lower rates. Outside of Card, loan growth will
likely remain muted. It's important to note that we just reported a quarterly NII ex. Markets run rate of $94 billion.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,23,"Combining that with the full year guidance of
approximately $88 billion implies meaningful sequential quarterly declines throughout 2024 consistent with what we've been telling you for
some time. And keep in mind that many of the sources of uncertainty that we've highlighted previously surrounding the NII outlook remain.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,24,"And on total NII, we expect it to be approximately $90 billion for the full year, reflecting an increase in Markets NII which, as always, you
should think of as largely offset in NIR. Now, let's turn to expenses on page 11. We expect 2024 adjusted expense to be about $90 billion. You'll see on the slide, we provided detail
by line of business.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,25,"Generally, you can see that both in dollar terms and in percentage terms, the expense growth is aligned to where the
greatest opportunities are, both in terms of share and available returns. And of course you'll hear more at Investor Day and between now and
then. On the right-hand side of the page, we've highlighted some Firmwide drivers. Thematically, the biggest driver is what I might call business
growth writ large.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,26,"Within that, narrowly defined volume and revenue-related growth represents about $1 billion of the increase across the
company as a result of an improved NIR outlook compared to about $400 million in 2023. But in addition, the ongoing growth of the company,
which continues to produce share gains and additional profitability, is coming with increased expense across a range of categories.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,27,"The quantum of investment increase is comparable to last year's increase and is driven by all the same themes, bankers, branches, advisors,
technology, as well as marketing. Net net, First Republic produces a modest increase in expenses, but with a significantly lower 2024 exit run
rate as the result of business integration efforts.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,28,"Finally, despite significantly lower inflation outlook and the economy as a whole, we still see
some residual effects of inflation flowing through most of our expense categories. It's worth noting that both the general business growth and investment growth include decisions that have been executed both in response to
market conditions during 2023 and to support the future growth and profitability of the company.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,29,"We've included the fourth quarter 2023 exit
rate on the page to illustrate that a significant portion of the year-on-year increase in expense is already in the run rate. Now, let's turn to page 12 and cover credit and wrap up. On credit, we continue to expect the 2024 Card net charge-off rate to be below 3.5%,
consistent with Investor Day guidance.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,30,"So, in closing, we shouldn't leave 2023 without noting what an outstanding year it was, producing
record revenue and net income despite some notable significant items. We're very proud of what we accomplished this year and want to thank
everyone who made it possible. At the same time, we emphasized throughout 2023 the extent to which we were over-earning, as indicated by
an ROTCE that is 4% above our through-the-cycle target.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,31,"As we turn to 2024, it shouldn't be surprising that our outlook has us beginning to march down the path towards normalization of our returns. But, despite the expected dissipation of the 2023 tailwinds and the presence of significant economic and geopolitical uncertainties, we remain
optimistic about this franchise's ability to produce superior returns through a broad range of environments, and this management team
remains laser-focused on executing for shareholders, clients and communities.",4Q23,2024-01-12
jpm-4q23-earnings-call-transcript.pdf,32,"And with that, let's open the line for Q&A.",4Q23,2024-01-12
jpm-3q23-earnings-call-transcript.pdf,1,"Operator: Good morning, ladies and gentlemen. Welcome to JPMorgan Chase's Third Quarter 2023 Earnings Call. This call is being
recorded. Your line will be muted for the duration of the call. We will now go live to the presentation. Please stand by. At this time I would like to turn the call over to JPMorgan Chase's Chief Financial Officer, Jeremy Barnum, and their Chairman and CEO,
Jamie Dimon. Mr. Dimon, please go ahead.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,2,"Jamie Dimon
Chairman & Chief Executive Officer, JPMorgan Chase & Co.
Good morning, everybody. Before we start the actual call, I want to repeat something we just said on the press call, so before we get into the
discussions about third quarter earnings, I just want to say how deeply saddened we all are about the recent horrific attacks on Israel and the
resulting bloodshed and more.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,3,"Terrorism and hatred have no place in our civilized world and all the hearts at JPMorgan Chase go out to all
who are suffering. Jeremy Barnum
Chief Financial Officer, JPMorgan Chase & Co. Thanks, Jamie. And of course, I very much echo the sentiment. Now let's turn to our third quarter earnings results. The presentation is
available on our website and please refer to the disclaimer in the back.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,4,"the firm reported net income of $13.2 billion, EPS of $4.33 on revenue of $40.7 billion and delivered an ROTCE of 22%. These results included $669 million of net investment securities losses in Corporate and $665 million of Firmwide legal expense. we have some more detail. Similar to last quarter, we have called out the impact of First Republic where relevant. For this quarter, First Republic contributed $2.2 billion of
revenue, $858 million of expense and $1.1 billion of net income.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,5,"Now, focusing on the Firmwide results, excluding First Republic, revenue of
$38.5 billion was up $5 billion, or 15% year-on-year. NII ex. Markets was up $4.8 billion, or 28%, driven by higher rates and higher revolving balances in Card, partially offset by lower deposit
balances. NIR ex. Markets was up $374 million, or 4%, which included lower net investment securities losses than the prior year. And Markets
revenue was down $190 million, or 3% year-on-year.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,6,"Expenses of $20.9 billion were up $1.7 billion, or 9%, year-on-year, primarily driven by ongoing growth in front office and technology staffing
as well as wage inflation and higher legal expense. And credit costs were $1.4 billion, predominantly driven by net charge-offs in Card and
included a $102 million net reserve release, driven by changes in the central scenario, primarily offset by Card loan growth. On to balance sheet and capital on page 3.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,7,"We ended the quarter with a CET1 ratio of 14.3%, up about 50 basis points versus the prior
quarter, as the benefit of net income less capital distributions was partially offset by AOCI. We had $2 billion of net share repurchases this
quarter, and the pace of buybacks will likely remain modest in light of the Basel III Endgame proposal. In line with our capital hierarchy, we will
continue to reassess the buyback trajectory as circumstances evolve or opportunities emerge.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,8,"And on the topic of the Basel III endgame, you'll see that we added a couple of pages on it, so let's cover that now starting on page 4. Given
the significance of this proposal for us, the broader industry, as well as households and businesses as end-users, we thought it was important
to spend time discussing it.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,9,"And while we know there's interest in having us quantify the expected impact of this proposal in a lot of granular
detail, it's important to start by asking why the proposed increase is so large given the repeated statement over time by policymakers that
banks are well-capitalized and well-positioned to deal with stress. Given that context, the absence of detailed analysis supporting a capital increase of this magnitude is disconcerting and there's a lot that does
not make sense to us.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,10,"Starting with RWA, we've already said we expect the firm's RWA to increase by around 30% or $500 billion, which
results in capital requirements increasing by about 25% or $50 billion. One immediate thing to point out is that at 4.5% GSIB, a $500 billion increase in RWA requires $22.5 billion of additional capital with no
change in our systemic risk footprint. We've been on the record for a long time.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,11,"The GSIB was conceptually flawed and mis-calibrated
originally; since implementation, the failure to address economic growth, despite the Fed themselves acknowledging this problem at the outset
has made matters worse. And now, all of those problems are being applied to an additional $500 billion of RWA.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,12,"Our view is that the combined proposals could have adjusted the surcharge levels to keep dollars of capital associated with GSIB buffer
constant rather than simply multiplying the RWA increase by the existing surcharges. Another lense on the proposed increases is the
introduction of RWA for operational risk and its clear overlap with op risk losses already capitalized through the Stress Capital Buffer.",3Q23,2023-10-13
jpm-3q23-earnings-call-transcript.pdf,13,"Although
there's limited disclosure from the Fed on this point, we have estimated that we have about $15 billion of operational risk capital embedded in
the SCB based on the information the Fed does disclose. Once we capitalize with this new op risk RWA, our required capital will go up by
around $30 billion without any change to our portfolio. Now, let's turn to page 5 which shows the impact of the actual and proposed capital rules over the last few years.",3Q23,2023-10-13
