speaker,marker,job_title,utterance,filename,financial_quarter,call_date
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['yeah', 'asset', 'acquisitions', 'mean', 'always', 'want', 'people', 'looking', 'things', 'thinking', 'things', 'listen', 'saying', 'caution', 'world', 'hard', 'say', 're', 'going', 'market', 'buy', 'credit', 'assets']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['creating', 'assets', 'help', 'clients', 'that', 'whole', 'different', 'matter', 'comes', 'clients', 'earn', 'credit', 'asset', 'spread', 'usually', 'stuff', 'bankers', 'deploy', 'capital', 'way', 'course', 'want', 'more', 'cio', 'could', 'deploy', 'capital', 'multiple', 'ways', 'would', 'probably', 'more', 'ask', 'time', 'affordable', 'housing', 'things', 're', 'actually', 'quite', 'comfortable', 'yeah', 'could', 'find', 'ways', 'deploy', 'capital', 'would', 'happy', 'that', 'put', 'closest', 'category', '']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['there', 'lots', 'different', 'offsetting', 'factors', 'right', 'now', 'right', 'got', 'yield', 'curve', 'got', 'card', 'revolve', 'got', 'balances', 'balances', 'headwind', 'see', 'neutral', 'could', 'potentially', 'become', 'tailwind', 'later', 'year', 'one', 'potential', 'reasons', 'one', 'potential', 'reasons', 'potential', 'end', 'emphasize', 'word', 'potential', 'jamie', 'point', 'also', 'obviously', 'little', 'bit', 'fixed', 'asset', 'fixedrate', 'asset', 'reprice', 'dynamics', 'starting', 'flow', 'little', 'bit', 're', 'nii', 'annoy', 'jamie', 'little', 'bit', 'more', 'want', 'make', 'point', 'get', 'chance', 'make', 'previously', 'there', 'reason', 'emphasize', 'implied', 'fourth', 'quarter', 'run', 'rate', 'markets', 'nii', 'presentation', 'take', 'annualize', 'gives', 'launch', 'point', 'run', 'rate', 'significantly', 'higher', 'what', 'currently', 'consensus', 'obviously', 've', 'seen', 'year', 'll', 'give', 'concise', 'version', 'usual', 'speech', 'changes', 'markets', 'nii', 'almost', 'always', 'bottomline', 'neutral', 'offset', 'nir', 'purposes', 'trying', 'help', 'guys', 'models', 'would', 'encourage', 'recognize', 'launch', 'point', 'number', 'cuts', 'curve', 'fact', 'number', 'historically', 'recent', 'past', 'quite', 'liabilitysensitive', 'draw', 'conclusions', 'mean', 'again', 'change', 'overall', 'revenue', 'expectation', 'balance', 'sheet', 'income', 'statement', 'geography', 'issue', 'sake', 'helping', 'tidy', 'models', 'wanted', 'make', 'point']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['like', 'private', 'label', 'credit', 'card', 'example']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['thank', 'you']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['thanks', 'saul', 'thanks', 'everyone']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Saul Martinez,Q,"Analyst, HSBC Securities (USA), Inc.","['yes', 'got', 'okay', 'that', 'helpful', 'thanks', 'lot', 'that', 'got']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['good', 'returns', 'business', 'banking', 'wealth', 'management', 're', 'growing', 'market', 'share', 'build', 'branches', 'stuff', 'like', 'that', 'necessarily', 'assume', 'current', 'margins', 'look', 'would', 'normal', 'margins', 'time', 're', 'comfortable', 'nice', 'business', 'all']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Saul Martinez,Q,"Analyst, HSBC Securities (USA), Inc.","['okay', 'that', 'helpful', 'sounds', 'like', 'little', 'bit', 'that', 'there', 'still', 'pressure', 'dramatically', 'levels']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['absolutely', 'yeah', 'agree']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['jeremy', 'correct', 'think', 'wrong', 'abnormal', 'time', 'period', 'rates', 'that', 'looking', 'say', 'normal', 'deposit', 'margins', 'normal', 'banking', 'business', 'forget', 'people', 'going', 'really', 'hot', 'money', 'happens', '']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['basis', 'points', 've', 'seen', 'historically', 'that', 'kind', 'assemble', 'tailwind', 'normalized', 'deposit', 'margin', 'balance', 'growth', 'consumer']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['sure', 'yeah', 'thanks', 'question', 'saul', 'think', 'laid', 'building', 'blocks', 'already', 'simplicity', 'going', 'try', 'answer', 'question', 'without', 'referring', 'disclosed', 'ccb', 'deposit', 'margin', 'number', 'number', 'obviously', 'combination', 'rate', 'paid', 'ccb', 'deposits', 'internal', 'ftp', 'that', 'complicated', 'thing', 'evolves', 'function', 'modeling', 'betas', 'things', 'think', 'actually', 'helpful', 'look', 'simply', 'firmwide', 'perspective', 'look', 'evolution', 'rate', 'paid', 'context', 'policy', 'rates', 'roughly', 'set', 'aside', 'duration', 'management', 'sort', 'factors', 'think', 'that', 'see', 've', 'saying', 'deposit', 'margin', 'defined', 'purposes', 'simply', 'difference', 'policy', 'rate', 'weightedaverage', 'rate', 'paid', 'consumer', 'deposits', 'unsustainably', 'high', 'going', 'correct', 'one', 'way', 'other', 'either', 'deposits', 'going', 'reprice', 'product', 'level', 'checking', 'savings', 'andor', 'going', 'see', 'ton', 'internal', 'migration', 'ie', 'growth', 'mix', 'andor', 'would', 'see', 'lower', 'policy', 'rate', 'sit', 'right', 'now', 'course', 'make', 'pricing', 'decisions', 'context', 'market', 'competition', 'given', 'moment', 'looking', 'environment', 'deposits', 'needed', 'reprice', 'order', 'retain', 'primary', 'bank', 'relationships', 'also', 'core', 'strategy', 'never', 'going', 'chase', 'sort', 'hot', 'money', 'margin', 've', 'leaned', 'heavily', 'cds', 'gotten', 'current', 'level', 'mix', 'that', 'good', 'strategy', 'sit', 'now', 'margin', 'coming', 'result', 'policy', 'rate', 'coming', 'down', 'seems', 'that', 'puts', 'pretty', 'comfortable', 'position', 'pricing', 'perspective', 'think', 'mix', 'probably', 'peaked', 'now', 'way', 'down', 'going', 'back', 'zero', 'beginning', 'cycle', 'that', 'important', 'thing', 'realize', 'else', 'equal', 'creates', 'little', 'bit', 'margin', 'compression', 'that', 'obviously', 'lower', 'yield', 'environment', 'mean', 'there', 'little', 'bit', 'less', 'outflow', 'consumer', 'deposits', 'mentioned', 're', 'seeing', 'lot', 'less', 'yieldseeking', 'behavior', 'overlay', 'mentioned', 'longterm', 'share', 'growth', 'ccb', 'deposits', 'small', 'part', 'function', 'brand', 'strategy', 'buildout', 'fact', 'quarter', 'top', 'markets', 'ccb', 'share', 'number', 'believe', 'there', 'big', 'opportunity', 'grow', 'rest', 'track', 'type', 'average', 'annual', 'share', 'growth', 'order', 'basis', 'points']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Saul Martinez,Q,"Analyst, HSBC Securities (USA), Inc.","['hey', 'good', 'morning', 'going', 'ask', 'specific', 'nii', 'want', 'delve', 'think', 'deposit', 'margin', 'volume', 'dynamics', 'ccb', 'next', 'years', 'seen', 'decent', 'amount', 'pressure', 'deposit', 'margin', '', 'basis', 'points', 'deposit', 'balances', 'come', 'down', 'put', 'pressure', 'deposit', 'nii', 'deposit', 'margins', 'still', 'well', 'rates', 'levels', 'consistent', 'forward', 'curve', 'going', 'guess', 'think', 'volumes', 'margin', 'dynamics', 'rates', 'come', 'down', 'say', 'level', 'consistent', 'forward', 'curve', 'know', 'forward', 'curve', 'likely', 'going', 'long', 'that', 'reference', 'point', 'have', 'conversely', 'volume', 'offset', 'mentioned', 'jeremy', 'retail', 'deposits', 'becoming', 'tailwind', 'but', 'guess', 'much', 'tailwind', 'could', 'especially', 'expecting', 'gain', 'quite', 'bit', 'market', 'share', 'retail', 'deposits', 'give', 'sense', 'sort', 'push', 'pull', 'dynamics', 'really', 'help', 'drive', 'deposit', 'value', 'deposit', 'franchise']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['thank', 'much']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['almost', 'chance', 'well', 'important', 'say', 'that', 'always', 'tell', 'management', 'team', 'secondguess', 'mean', 'done', 'private', 'label', 'know', 've', 'there', 'lot', 'issues', 'possible', 'going', 'different', 'one', 'day', 'different', 'thing', 'yeah', 'possible', 'want', 'cut', 'off', 'marianne', 'lake', 'says', 'jamie', 'think', 'clearly', 'world', 'changed', 're', 'going', 'change', 'right', 'now', 'say', 'there', 'chance']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['wondering', 'private', 'label', 'credit', 'card', 'example', 'something', 'would', 'help', 'clients']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.",['indiscernible'],jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['but', 'gerard', 'maybe', 'give', 'bit', 'color', 'yeah', 'obviously', 'everyone', 'paid', 'lot', 'attention', 'speech', 'important', 'speech', 'end', 'actually', 'really', 'need', 'see', 'proposal', 'details', 'matter', 'lot', 'stuff', 'focus', 'hoping', 'see', 'proposal', 'process', 'detail', 'continue', 'advocating', 'appropriate', 'note', 'talk', 'requirements', 'coming', 'relative', 'originally', 'proposed', 'obviously', 'true', 'per', 'speech', 'think', 'need', 'little', 'bit', 'careful', 'fall', 'trap', 'saying', 'that', 'like', 'progress', 'original', 'proposal', 'dramatically', 'higher', 'anyone', 'thought', 'reasonable', 'would', 'remind', 'you', 'obviously', 'know', 'proposal', 'came', 'out', 'position', 'strongly', 'felt', 'thenprevailing', 'capital', 'requirements', 'were', 'anything', 'already', 'needed', 've', 'got', 'long', 'way', 'here', 'think', 'position', 'jamie', 'articulating', 'consistently', 'need', 'get', 'right', 'right', 'amount', 'work', 'importantly', 'holistically', 'rwa', 'rwa', 'gsib', 'scb', 'ccar', 'that', 'really', 'feel', 'strongly', 'about']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['want', 'numbers', 'done', 'right', 'justified', 'would', 'fine', 'too', 'think', 'done', 'real', 'diligence', 'real', 'thought', 'little', 'bit', 'thought', 'cost', 'benefit', 'economy', 'pushes', 'lending', 'things', 'like', 'that', 're', 'anxiously', 'awaiting', 'see', 'actual', 'detail', 'that', 'what', 'going', 'make', 'difference']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Gerard Cassidy,Q,"Analyst, RBC Capital Markets LLC","['good', 'followup', 'view', 'excess', 'capital', 'comments', 'moment', 'ago', 'direct', 'lending', 'look', 'current', 'cash', 'marketable', 'securities', 'riskweighted', 'asset', 'basis', 'put', 'presentation', 'course', '', 'trillion', 'average', 'loans', '', 'trillion', 'dust', 'settles', 'know', 'capital', 'requirements', 'are', 'frame', 'levering', 'excess', 'capital', 'loans', 'path', 'might', 'considered', 'next', 'two', 'three', 'years', 'relative', 'mix', 'basis', 'know', 'going', 'grow', 'loans', 'talking', 'mix']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['absolutely', 'positively', 'not', 'loans', 'outcome', 'good', 'business', 'want', 'good', 'business', 'grows', 'balance', 'sheet', 're', 'fine']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'ebrahim', 'way', 'would', 'frame', 'risk', 'reality', 've', 'always', 'emphasized', 'businesses', 'operate', 'extremely', 'competitive', 'environment', 'applies', 'competitive', 'environment', 'limited', 'competing', 'banks', 'traditional', 'financial', 'institutions', 'extends', 'consumer', 'space', 'fintechs', 'market', 'making', 'space', 'obviously', 'increasingly', 'extending', 'types', 'firms', 'referring', 'firms', 'are', 'many', 'cases', 'also', 'clients', 'that', 'type', 'dynamic', 'see', 'example', 'private', 'credit', 'space', 've', 'discussed', 'before', 'there', 'question', 'ecosystem', 'changing', 'got', 'new', 'competitors', 'got', 'changes', 'market', 'structure', 'new', 'dynamics', 'business', 'innovating', 'adjusting', 'making', 'sure', 're', 'prepared', 'compete', 'traditional', 'ways', 'new', 'ways', 'course', 'ways', 'bank', 'hinders', 'ability', 'that', 'one', 'arguments', 've', 'made', 'going', 'back', 'capital', 'liquidity', 'regulations', 'come', 'impact', 'kind', 'us', 'capital', 'markets', 'ecosystem', 'end', 'view', 'world', 'worked', 'well', 'current', 'construct', 'long', 'time', 'activities', 'inside', 'regulated', 'perimeter', 'robust', 'participation', 'unregulated', 'capital', 'various', 'sorts', 'world', 'activity', 'gets', 'pushed', 'outside', 'bank', 'market', 'makers', 'meaningful', 'change', 'structure', 'untested', 'unclear', 'would', 'want', 'that', 've', 'cautioned', 'that', 'intent', 'regulations', 'intentional', 'wellstudied', 'meantime', 're', 'going', 'adjust', 'compete', 'best', 'ability', 'given', 'constraints', 'current', 'rule', 'set']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['previous', 'answer', 'private', 'markets', 'remains', 'seen', 'develops', 'little', 'bit', 'that', 'people', 'talking', 'making', 'active', 'things', 'private', 'markets', 'ways', 're', 'wellpositioned', 'too', 'need', 'liquidity', 'marketmaking', 'valuation', 'buyers', 'sellers', 'sides', 'create', 'liquidity', 'developed', 'yet', 'may', 'competition', 'll', 'time', 'comes', 'second', 'one', 'public', 'markets', 'seen', 'reports', 'deal', 'inventories', 'corporate', 'treasuries', 'think', 'that', 'capital', 'again', 'remember', 'clients', 'large', 'market', 'makers', 'sides', 'markets', 'clients', 'credit', 'treasuries', 'little', 'different', 'people', 'trading', 'account', 'competition', 'standpoint', 're', 'there', 're', 'going', 're', 'always', 'deploy', 'capital', 'want', 'would', 'even', 'deploy', 'capital', 'lower', 'returns', 'really', 'service', 'clients', 're', 'conscious', 'competition', 'sides', 'jeremy', 'said', 'sat', 'years', 'ago', 'talking', 'electronification', 'business', 'keep', 'that', 'far', 'have']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Ebrahim H. Poonawala,Q,"Analyst, Bank of America Merrill Lynch","['got', 'one', 'quick', 'one', 'and', 'jeremy', 'you', 'think', 'mentioned', 'stopping', 'point', 'saw', 'repo', 'sort', 'market', 'spike', 'end', 'september', 'give', 'perspective', 'risk', 'market', 'liquidity', 'shock', 'move', 'yearend', 'view', 'quickly', 'fed', 'recalibrate', 'actually', 'stop', 'prevent', 'loss', 'thanks']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'good', 'question', 'ebrahim', 'think', 'kind', 'answered', 'question', 'words', 'like', 'argument', 'repo', 'spike', 'saw', 'end', 'quarter', 'indication', 'maybe', 'market', 'approaching', 'lowest', 'comfortable', 'level', 'reserves', 'that', 'heavily', 'speculated', 'about', 'recognizing', 'number', 'probably', 'higher', 'driven', 'evolution', 'firm', 'liquidity', 'requirements', 'opposed', 'traditional', 'measures', 'side', 'point', 'another', 'reason', 'important', 'look', 'whole', 'framework', 'holistically', 'think', 'regulatory', 'response', 'events', 'two', 'springs', 'ago', 'want', 'types', 'spikes', 'raises', 'questions', 'readiness', 'deploy', 'types', 'disruptions', 'albeit', 'one', 'relatively', 'minor', 'case', 'put', 'together', 'would', 'seem', 'add', 'weight', 'notion', 'maybe', 'wound', 'seems', 'increasingly', 'consensus', 'that', 'going', 'get', 'announced', 'point', 'fourth', 'quarter', 'point', 'play', 'view', 'through', 'residual', 'headwind', 'systemwide', 'deposit', 'growth', 'gets', 'removed', 'that', 'one', 'reasons', 'feel', 're', 'probably', 'trough', 'deposit', 'balances', 'level', '']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['want', 'add', 'couple', 'policy', 'things', 'here', 'actually', 'sure', 'actually', 'that', 'inflationary', 'factors', 'there', 'partially', 'driven', 'also', 'look', 'volatility', 'risk', 'jpmorgan', 'risk', 'system', 'banks', 'have', 'already', 'mentioned', 'constrained', 'balance', 'sheet', 'little', 'bit', 'banks', 'trillions', 'dollars', 'cash', 'unable', 'deploy', 'repo', 'markets', 'good', 'policy', 'thing', 'every', 'time', 'happens', 'safely', 'fully', 'collateralized', 'things', 'like', 'that', 'providing', 'call', 'flexible', 'financing', 'marketplace', 'happens', 'fed', 'step', 'every', 'time', 'think', 'becomes', 'policy', 'issue', 'every', 'time', 'there', 'kind', 'fluctuation', 'market', 'people', 'panic', 'fed', 'got', 'step', 'provide', 'stuff', 'always', 'slightly', 'inflationary', 'environment', 'going', 'forward', 'think', 'got', 'thoughtful', 'that', 'think', 'look', 'calibrating', 'slr', 'eclr', 'cet', 'things', 'particularly', 'this', 'view', 'going', 'happen', 'again', 'nt', 'tell', 'exactly', 'when', 'surprised', 'happen', 'again']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Ebrahim H. Poonawala,Q,"Analyst, Bank of America Merrill Lynch","['got', 'thank', 'both']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['good', 'morning']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['hey', 'betsy']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['hear', 'hello']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.",['yeah'],jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['hear', 'okay']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'hear', 'you', 'hear']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Betsy L. Graseck,Q,"Analyst, Morgan Stanley & Co. LLC","['yes', 'thank', 'you', 'one', 'jeremy', 'one', 'jamie', 'jeremy', 'jamie', 'sorry', 'nii', 'question', 'going', 'have', 'half', 'revenue', 'kind', 'care', 'thinking', 'trough', 'buildup', 'ending', 'deposit', 'growth', 'mean', 'that', 'part', 'calculation', 'improvement', '', 'right', 'embed', 'outlook', 'right', 'that', 'embedded', 'thinking', 'know', 'number', 'nii', 'there', 'right']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['yeah', 'words', 'goes', 'back', 'prior', 'point', 'point', 'prepared', 'remarks', 'consumer', 'deposit', 'balances', 'particular']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Ebrahim H. Poonawala,Q,"Analyst, Bank of America Merrill Lynch","['yeah', 'good', 'morning', 'guess', 'wanted', 'followup', 'talked', 'private', 'credit', 'disruption', 'bank', 'lending', 'another', 'area', 'would', 'appreciate', 'address', 've', 'hearing', 'lot', 'likes', 'jane', 'street', 'market', 'makers', 'potentially', 'disrupting', 'fixed', 'income', 'trading', 'real', 'risk', 'opportunity', 'firm', 'like', 'jpmorgan', 'actually', 'compete', 'private', 'venue', 'side', 'market', 'making', 'beyond', 'traditional', 'sort', 'ficc', 'activity']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['listen', 'making', 'good', 'point', 'think', 'exceptional', 'company', 'exceptional', 'franchises', 'price', 'point', 'might', 'buy', 'stock', 'exuberant', 'thinking', 'even', 'tech', 'valuations', 'valuations', 'stay', 'inflated', 'values', 're', 'quite', 'patient', 'that', 'think', 'going', 'judge', 'time', 'whether', 're', 'done', 'right', 'thing', 'nothing', 'remember', 'could', 'always', 'lost', 'money', 'away', 'sitting', 'store', 'time', 'would', 'really', 'wrong', 'stock', 'runs', 'way', 've', 'got', 'buy', 'much', 'higher', 'prices', 'just', 'would', 'real', 'skeptic', 'happening']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Matt O'Connor,Q,"Analyst, Deutsche Bank Securities, Inc.","['specifically', 'debit', 'credit', 'card', 'spend', 'guys', 'break', 'out', 'nice', 'growth', 'yearoveryear', 'flat', 'quarterover', 'quarter', 'know', 'there', 'lot', 'seasonality', 'think', 'last', 'year', 'seeing', 'kind', 'changes', 'consumer', 'spend', 'either', 'mix', 'signs', 'slowdown', 'later', 'quarter', 'thank', 'you']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['think', 'gerard', 'depends', 'lot', 'type', 'loans', 'talking', 'about', 'right', 'think', 'end', 'jamie', 'says', 'like', 'capital', 're', 'going', 'deploy', 'ideally', 'grow', 'franchise', 'organically', 'could', 'include', 'loans', 'almost', 'good', 'loans', 'standalone', 'basis', 'well', 'loans', 'part', 'overall', 'relationship', 're', 'getting', 'revenue', 'part', 'that', 'strategy', 've', 'always', 'had', 'think', 'like', 'excess', 'capital', 'deployed', 'particular', 'product', 'would', 'think', 'rainy', 'day', 'let', 'hope', 'environment', 'deteriorate', 'lot', 'does', 'll', 'ready', 'opportunities', 'hopefully', 'deploy', 'client', 'franchise', 'stock', 'not', 'll', 'return', 'now']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Gerard Cassidy,Q,"Analyst, RBC Capital Markets LLC","['good', 'appreciate', 'color', 'candor', 'always', 'thank', 'you']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Matt O'Connor,Q,"Analyst, Deutsche Bank Securities, Inc.","['good', 'morning', 'lower', 'rates', 'supposed', 'drive', 'pickup', 'loan', 'growth', 'conversion', 'investment', 'banking', 'pipelines', 'obviously', 'one', 'cut', 'early', 'beginning', 'signs', 'terms', 'interest', 'borrowing', 'more', 'again', 'conversion', 'banking', 'pipelines']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['would', 'say', 'matt', 'generally', 'frankly', 'couple', 'minor', 'exceptions', 'think', 'probably', 'fair', 'say', 'outperformance', 'late', 'quarter', 'investment', 'banking', 'fees', 'meaningful', 'degree', 'mentioned', 'driven', 'dcm', 'well', 'degree', 'driven', 'acceleration', 'closing', 'transactions', 'think', 'dcm', 'outperformance', 'sort', 'types', 'deals', 'opportunistic', 'deals', 'pipeline', 'often', 'driven', 'treasurers', 'cfos', 'sort', 'seeing', 'improvement', 'market', 'levels', 'jumping', 'those', 'possible', 'that', 'little', 'bit', 'consequence', 'cuts', 'think', 'mentioned', 'see', 'example', 'pickup', 'mortgage', 'applications', 'tiny', 'bit', 'pickup', 'refi', 'multifamily', 'lending', 'business', 'might', 'hints', 'activity', 'there', 'cuts', 'heavily', 'priced', 'right', 'curve', 'inverted', 'long', 'time', 'large', 'degree', 'expected', 'obvious', 'expect', 'immediate', 'dramatic', 'reactions', 'that', 'really', 're', 'seeing']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jamie Dimon,A,"Chairman & Chief Executive Officer, JPMorgan Chase & Co.","['yeah', 'also', 'debt', 'markets', 'rates', 'came', 'down', 'spreads', 'quite', 'low', 'markets', 'wide', 'open', 'kind', 'makes', 'sense', 'people', 'taking', 'advantage', 'today', 'conditions', 'may', 'prevail', 'ongoing', 'conditions', 'late', 'next', 'year']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Jeremy Barnum,A,"Chief Financial Officer, JPMorgan Chase & Co.","['think', 'say', 'consumer', 'spend', 'little', 'bit', 'boring', 'sense', 'what', 'happened', 'become', 'normal', 'meaning', 'mean', 'think', 're', 'getting', 'point', 'longer', 'makes', 'sense', 'talk', 'pandemic', 'maybe', 'one', 'last', 'time', 'one', 'things', 'heavy', 'rotation', 'people', 'lot', 'traveling', 'booked', 'cruises', 'done', 'before', 'everyone', 'going', 'dinner', 'lot', 'whatever', 'big', 'spike', 'big', 'rotation', 'discretionary', 'spending', 'that', 'normalized', 'would', 'normally', 'think', 'rotation', 'discretionary', 'nondiscretionary', 'would', 'sign', 'consumers', 'battening', 'hatches', 'getting', 'ready', 'much', 'worse', 'environment', 'given', 'levels', 'started', 'from', 'see', 'actually', 'like', 'normalization', 'inside', 'data', 're', 'seeing', 'weakening', 'example', 'retail', 'spending', 'overall', 'see', 'spending', 'patterns', 'sort', 'solid', 'consistent', 'narrative', 'consumer', 'solid', 'footing', 'consistent', 'strong', 'labor', 'market', 'current', 'central', 'case', 'kind', 'nolanding', 'scenario', 'economically', 'obviously', 'always', 'point', 'out', 'that', 'one', 'scenario', 'many', 'scenarios']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
Mike Mayo,Q,"Analyst, Wells Fargo Securities LLC","['let', 'take', 'flip', 'side', 'question', 'worried', 'leaving', 'side', 'question', 'calls', 'last', 'couple', 'years', 'saying', 'stock', 'overvalued', 'think', 'that', 'saying', 'saying', 'stock', 'market', 'overvalued', 'therefore', 'stocks', 'overvalued', 'one', 'hand', 'guys', 'highlight', 'call', 'tech', 'market', 'share', 'gains', 'high', 'returns', 'high', 'capital', 'think', 'ways', 'think', 'value', 'price', 'ability', 'buybacks', 'thinking', 'old', 'school', 'model', 'valuing', 'stock', 'opposed', 'new', 'school', 'model', 'might', 'put', 'category', 'techoriented', 'firms', 'especially', 'relates', 'progress']",jpmc-third-quarter-2024-earnings-conference-call-transcript.pdf,3Q24,2024-10-11
