question_speaker,question_job_title,question,answer_speaker,answer_job_title,answer,filename,financial_quarter,call_date,question_tokenised_data,question_cleaned_data,answer_tokenised_data,answer_cleaned_data
"Gerard Cassidy, Analyst, RBC Capital Markets LLC","Analyst, RBC Capital Markets LLC","Hi, Jeremy. How are you?","Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Hey, Gerard.",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12,"['jeremy', 'you']",['hi jeremy you'],"['hey', 'gerard']",['hey gerard']
"Mike Mayo, Analyst, Wells Fargo Securities LLC","Analyst, Wells Fargo Securities LLC",All right. Thank you.,"Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Thanks, Mike. Operator: Next, we'll go to the line of Gerard Cassidy from RBC Capital Markets. You may proceed. 10",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12,"['right', 'thank', 'you']",['right thank you'],"['thanks', 'mike', 'operator', 'next', 'll', 'line', 'gerard', 'cassidy', 'rbc', 'capital', 'market', 'may', 'proceed']",['thanks mike operator: next well go line gerard cassidy rbc capital markets may proceed 10']
"Mike Mayo, Analyst, Wells Fargo Securities LLC","Analyst, Wells Fargo Securities LLC","Yeah. Can you just talk about the impact of AI on your technology approach? And I know I've asked you this before and you said you're spending it, you're being careful, you want to see a return on your dollars. But how much difference can this make? How big is your tech budget last year? How much should it be this year? How much could AI make a difference? Just a little more meat on the tech bones.","Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Yeah, sure. So, let me address the AI point, and I think maybe I won't go into a lot of quantitative detail on this stuff and I'll save that for Investor Day, if you don't mind. But, I will address the AI point. So, as you may be aware, we actually have Teresa Heitsenrether now running the AI strategy for the company as a member of the Operating Committee, which I think is an indication of the priority that we place on this, and in partnership with Lori and all of the technology organization. So, I think that – I think of this as being a little bit barbelled, where on the one hand, we're very excited about this. There's clearly some very significant opportunities, not for nothing, starting with technology developers themselves in terms of the opportunity for significantly increased productivity there. At the same time, we're JPMorgan Chase. We're not going to be chasing shiny objects here in AI. We want to do this in an extremely disciplined way, it's very commercial and very linked to tangible outcomes. And so, the current focus is on making sure we have a contained, well-chosen list of high-impact use cases and that we're throwing resources at those in the right way, that's extremely pragmatic and disciplined, and we're holding ourselves accountable for actual results.",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12,"['yeah', 'talk', 'impact', 'technology', 'approach', 'know', 've', 'asked', 'said', 'spending', 'careful', 'want', 'see', 'return', 'dollar', 'much', 'difference', 'make', 'big', 'tech', 'budget', 'last', 'year', 'much', 'year', 'much', 'could', 'make', 'difference', 'little', 'meat', 'tech', 'bone']",['yeah talk impact ai technology approach know ive asked said spending it careful want see return dollars much difference make big tech budget last year much year much could ai make difference little meat tech bones'],"['yeah', 'sure', 'let', 'address', 'point', 'think', 'maybe', 'lot', 'quantitative', 'detail', 'stuff', 'll', 'save', 'investor', 'day', 'mind', 'but', 'address', 'point', 'may', 'aware', 'actually', 'teresa', 'heitsenrether', 'running', 'strategy', 'company', 'member', 'operating', 'committee', 'think', 'indication', 'priority', 'place', 'this', 'partnership', 'lori', 'technology', 'organization', 'think', 'think', 'little', 'bit', 'barbelled', 'one', 'hand', 're', 'excited', 'this', 'there', 'clearly', 'significant', 'opportunity', 'nothing', 'starting', 'technology', 'developer', 'term', 'opportunity', 'significantly', 'increased', 'productivity', 'there', 'time', 're', 'jpmorgan', 'chase', 're', 'going', 'chasing', 'shiny', 'object', 'want', 'extremely', 'disciplined', 'way', 'commercial', 'linked', 'tangible', 'outcome', 'current', 'focus', 'making', 'sure', 'contained', 'wellchosen', 'list', 'highimpact', 'use', 'case', 're', 'throwing', 'resource', 'right', 'way', 'that', 'extremely', 'pragmatic', 'disciplined', 're', 'holding', 'accountable', 'actual', 'result']",['yeah sure so let address ai point think maybe go lot quantitative detail stuff ill save investor day mind but address ai point so may aware actually teresa heitsenrether running ai strategy company member operating committee think indication priority place this partnership lori technology organization so think – think little bit barbelled one hand were excited this theres clearly significant opportunities nothing starting technology developers terms opportunity significantly increased productivity there time were jpmorgan chase were going chasing shiny objects ai want extremely disciplined way commercial linked tangible outcomes so current focus making sure contained well-chosen list high-impact use cases were throwing resources right way thats extremely pragmatic disciplined were holding accountable actual results']
"Mike Mayo, Analyst, Wells Fargo Securities LLC","Analyst, Wells Fargo Securities LLC",Okay. I have a short follow-up. I'm still here.,"Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.",Sure.,jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12,"['okay', 'short', 'followup', 'still', 'here']",['okay short follow-up im still here'],['sure'],['sure']
"Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Finally, you'll note that I haven't actually talked about technology in any of the businesses, and that's actually because even though all of the businesses in various ways are investing in technology and spending money on it, the drivers are actually very consistent across the entire firm, even though it's very bottoms-up driven. And those drivers are consistent with what they've been, new products, features and customer platforms, as well as modernization. So, that's happening throughout the company both at the app level and otherwise. And I will say actually in closing, talking about technology – which I think is interesting – that to the point about a driver being growth writ large, one of the things that we see is higher volume-related technology expense throughout the company. So, thanks for the question, Mike. It was a good opportunity to give you guys a bit more color here.",,,,jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12,"['finally', 'note', 'actually', 'talked', 'technology', 'business', 'that', 'actually', 'even', 'though', 'business', 'various', 'way', 'investing', 'technology', 'spending', 'money', 'driver', 'actually', 'consistent', 'across', 'entire', 'firm', 'even', 'though', 'bottomsup', 'driven', 'driver', 'consistent', 'they', 've', 'been', 'new', 'product', 'feature', 'customer', 'platform', 'well', 'modernization', 'that', 'happening', 'throughout', 'company', 'app', 'level', 'otherwise', 'say', 'actually', 'closing', 'talking', 'technology', 'think', 'interesting', 'point', 'driver', 'growth', 'writ', 'large', 'one', 'thing', 'see', 'higher', 'volumerelated', 'technology', 'expense', 'throughout', 'company', 'thanks', 'question', 'mike', 'good', 'opportunity', 'give', 'guy', 'bit', 'color', 'here']",['finally note actually talked technology businesses thats actually even though businesses various ways investing technology spending money it drivers actually consistent across entire firm even though bottoms-up driven drivers consistent theyve been new products features customer platforms well modernization so thats happening throughout company app level otherwise say actually closing talking technology – think interesting – point driver growth writ large one things see higher volume-related technology expense throughout company so thanks question mike good opportunity give guys bit color here'],['nan'],['nan']
"Erika Najarian, Analyst, UBS Securities LLC","Analyst, UBS Securities LLC","Thank you. Operator: Next, we'll go to the line of Mike Mayo from Wells Fargo Securities. You may proceed.","Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Yeah. Mike, thanks for the question. And yeah – and of course, you will, as I noted, be hearing more from us at Investor Day and between now and Investor Day. But I will take a little bit of extra time here to answer your question, because you're right, it's important to give you the transparency. And I'm going to follow the structure that we used on the page and go through each line of business. So, starting with CCB, it's the biggest dollar driver overall. It's an 8% increase year-on-year, which is about the same as we had last year. One key driver is the branch strategy and the associated staff for that. In 2023, we built 166 new branches, and we're planning about a similar number this year. Marketing is also a driver. We're seeing great opportunities, great demand and engagement in our Card products. And so, that shows up in marketing. And as you well know, our wealth strategy in CCB remains a big focus and priority. I think it's worth noting here, right, that as we've talked about and as you know, Mike, some of our investments are designed to produce short- term payoffs and some of them are much longer-term and some of them are just table stakes. But we actually see quite a bit of evidence of current payoffs in our current results in the CCB investment. So, for example, in 2023, we had 2 million net new checking accounts. We had an 8% growth in active card accounts. And over the last three years, we've increased deposit market share by 180 basis points. So, as we've often said about the company as a whole, we're very happy to be producing very good current returns and growth while investing for the future. In AWM, continued client advisor hiring is a key driver, as well as making sure that both the advisors and all of their new clients have the support that they need. And a little bit to the prior question, in AWM, we also have a little bit of volume and revenue-related driver tied to an improved revenue outlook. The Commercial Bank is an interesting story in the sense that about half of it is the exit rate impact of ads that we did in the middle of the year based on market disruption and all the kind of new clients and new loans that we saw and the need to support that across the entire ecosystem. As well as the fact that that created an opportunity in the middle of the year to accelerate our longstanding and preexisting innovation economy strategy. So, we took some opportunities to onboard some key teams in different parts of the franchise. And then, as you look into 2024, it's really pretty consistent themes to the ones that we had before, including hiring bankers both domestically and internationally. The CIB story is a little bit different. The percentage growth there is lower, which recognizes, I think, both our very, very strong share positions as a starting point and also the fact that we've been investing quite aggressively for some time in the Payments business, which has produced meaningful payoffs already there in terms of significant share gains. So, as a result, the biggest driver in the CIB is really generic inflation, including labor as well as, again to the prior question, volume and revenue-related increases tied to the improved NIR outlook. And I do want to say for the avoidance of doubt that despite all of this, our core strategy of looking very granularly at all the areas of strength and weakness and making sure that we're upgrading where appropriate to have absolutely the best talent in the CIB remains fully in effect. 9",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12,"['thank', 'you', 'operator', 'next', 'll', 'line', 'mike', 'mayo', 'well', 'fargo', 'security', 'may', 'proceed']",['thank you operator: next well go line mike mayo wells fargo securities may proceed'],"['yeah', 'mike', 'thanks', 'question', 'yeah', 'course', 'will', 'noted', 'hearing', 'investor', 'day', 'investor', 'day', 'take', 'little', 'bit', 'extra', 'time', 'answer', 'question', 'right', 'important', 'give', 'transparency', 'going', 'follow', 'structure', 'used', 'page', 'line', 'business', 'starting', 'ccb', 'biggest', 'dollar', 'driver', 'overall', 'increase', 'yearonyear', 'last', 'year', 'one', 'key', 'driver', 'branch', 'strategy', 'associated', 'staff', 'that', 'built', 'new', 'branch', 're', 'planning', 'similar', 'number', 'year', 'marketing', 'also', 'driver', 're', 'seeing', 'great', 'opportunity', 'great', 'demand', 'engagement', 'card', 'product', 'show', 'marketing', 'well', 'know', 'wealth', 'strategy', 'ccb', 'remains', 'big', 'focus', 'priority', 'think', 'worth', 'noting', 'here', 'right', 've', 'talked', 'know', 'mike', 'investment', 'designed', 'produce', 'short', 'term', 'payoff', 'much', 'longerterm', 'table', 'stake', 'actually', 'see', 'quite', 'bit', 'evidence', 'current', 'payoff', 'current', 'result', 'ccb', 'investment', 'example', 'million', 'net', 'new', 'checking', 'account', 'growth', 'active', 'card', 'account', 'last', 'three', 'year', 've', 'increased', 'deposit', 'market', 'share', 'basis', 'point', 've', 'often', 'said', 'company', 'whole', 're', 'happy', 'producing', 'good', 'current', 'return', 'growth', 'investing', 'future', 'awm', 'continued', 'client', 'advisor', 'hiring', 'key', 'driver', 'well', 'making', 'sure', 'advisor', 'new', 'client', 'support', 'need', 'little', 'bit', 'prior', 'question', 'awm', 'also', 'little', 'bit', 'volume', 'revenuerelated', 'driver', 'tied', 'improved', 'revenue', 'outlook', 'commercial', 'bank', 'interesting', 'story', 'sense', 'half', 'exit', 'rate', 'impact', 'ad', 'middle', 'year', 'based', 'market', 'disruption', 'kind', 'new', 'client', 'new', 'loan', 'saw', 'need', 'support', 'across', 'entire', 'ecosystem', 'well', 'fact', 'created', 'opportunity', 'middle', 'year', 'accelerate', 'longstanding', 'preexisting', 'innovation', 'economy', 'strategy', 'took', 'opportunity', 'onboard', 'key', 'team', 'different', 'part', 'franchise', 'then', 'look', 'really', 'pretty', 'consistent', 'theme', 'one', 'before', 'including', 'hiring', 'banker', 'domestically', 'internationally', 'cib', 'story', 'little', 'bit', 'different', 'percentage', 'growth', 'lower', 'recognizes', 'think', 'very', 'strong', 'share', 'position', 'starting', 'point', 'also', 'fact', 've', 'investing', 'quite', 'aggressively', 'time', 'payment', 'business', 'produced', 'meaningful', 'payoff', 'already', 'term', 'significant', 'share', 'gain', 'result', 'biggest', 'driver', 'cib', 'really', 'generic', 'inflation', 'including', 'labor', 'well', 'prior', 'question', 'volume', 'revenuerelated', 'increase', 'tied', 'improved', 'nir', 'outlook', 'want', 'say', 'avoidance', 'doubt', 'despite', 'this', 'core', 'strategy', 'looking', 'granularly', 'area', 'strength', 'weakness', 'making', 'sure', 're', 'upgrading', 'appropriate', 'absolutely', 'best', 'talent', 'cib', 'remains', 'fully', 'effect']",['yeah mike thanks question yeah – course will noted hearing us investor day investor day take little bit extra time answer question right important give transparency im going follow structure used page go line business so starting ccb biggest dollar driver overall 8% increase year-on-year last year one key driver branch strategy associated staff that 2023 built 166 new branches were planning similar number year marketing also driver were seeing great opportunities great demand engagement card products so shows marketing well know wealth strategy ccb remains big focus priority think worth noting here right weve talked know mike investments designed produce short- term payoffs much longer-term table stakes actually see quite bit evidence current payoffs current results ccb investment so example 2023 2 million net new checking accounts 8% growth active card accounts last three years weve increased deposit market share 180 basis points so weve often said company whole were happy producing good current returns growth investing future awm continued client advisor hiring key driver well making sure advisors new clients support need little bit prior question awm also little bit volume revenue-related driver tied improved revenue outlook commercial bank interesting story sense half exit rate impact ads middle year based market disruption kind new clients new loans saw need support across entire ecosystem well fact created opportunity middle year accelerate longstanding preexisting innovation economy strategy so took opportunities onboard key teams different parts franchise then look 2024 really pretty consistent themes ones before including hiring bankers domestically internationally cib story little bit different percentage growth lower recognizes think very strong share positions starting point also fact weve investing quite aggressively time payments business produced meaningful payoffs already terms significant share gains so result biggest driver cib really generic inflation including labor well as prior question volume revenue-related increases tied improved nir outlook want say avoidance doubt despite this core strategy looking granularly areas strength weakness making sure were upgrading appropriate absolutely best talent cib remains fully effect 9']
"Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Yeah. Matt, not particularly updating. I think you're referring to that $80 billion number that we'd put out there, and I wouldn't exactly describe that as an outlook. I think it's more just a number that we put out there to try to quantify a little bit the extent of the over earning. So, not particularly necessary to revise the number. But I just would point out, again, as we highlight on the page, and as I highlighted in the prepared remarks, that when you look at that $94 billion exit rate and full year guidance of $88 billion, that implies obviously exiting below $88 billion and some significant sequential decline. So, in that sense, you can see us kind of marching on the path to that $80 billion. Whether we ever get to the $80 billion or not and when is maybe a topic for later in the year or next year. Matt O'Connor Analyst, Deutsche Bank Securities, Inc. Q Okay. And then just separately, you bought back couple of billion dollars of stock this quarter. What's your thought process on buybacks given the strong capital generation, but also some uncertainty on regulatory proposals? 5",,,,jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12,"['yeah', 'matt', 'particularly', 'updating', 'think', 'referring', 'billion', 'number', 'put', 'there', 'exactly', 'describe', 'outlook', 'think', 'number', 'put', 'try', 'quantify', 'little', 'bit', 'extent', 'earning', 'particularly', 'necessary', 'revise', 'number', 'would', 'point', 'out', 'again', 'highlight', 'page', 'highlighted', 'prepared', 'remark', 'look', 'billion', 'exit', 'rate', 'full', 'year', 'guidance', 'billion', 'implies', 'obviously', 'exiting', 'billion', 'significant', 'sequential', 'decline', 'sense', 'see', 'kind', 'marching', 'path', 'billion', 'whether', 'ever', 'get', 'billion', 'maybe', 'topic', 'later', 'year', 'next', 'year', 'matt', 'oconnor', 'analyst', 'deutsche', 'bank', 'security', 'inc', 'okay', 'separately', 'bought', 'back', 'couple', 'billion', 'dollar', 'stock', 'quarter', 'what', 'thought', 'process', 'buyback', 'given', 'strong', 'capital', 'generation', 'also', 'uncertainty', 'regulatory', 'proposal']",['yeah matt particularly updating think referring $80 billion number wed put there exactly describe outlook think number put try quantify little bit extent earning so particularly necessary revise number would point out again highlight page highlighted prepared remarks look $94 billion exit rate full year guidance $88 billion implies obviously exiting $88 billion significant sequential decline so sense see us kind marching path $80 billion whether ever get $80 billion maybe topic later year next year matt oconnor analyst deutsche bank securities inc q okay separately bought back couple billion dollars stock quarter whats thought process buybacks given strong capital generation also uncertainty regulatory proposals 5'],['nan'],['nan']
"Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Yeah. Good question. And I think you framed it exactly correctly in the sense that we obviously have a lot of buyback capacity in general based on our organic capital generation. So, the normal capital hierarchy will apply. But for now, we plan to remain on a modest pace of buybacks consistent with that kind of $2 billion net buyback a quarter number that we've talked about and that you've seen us do, in light of the – probably the need to continue building to have a bit of a buffer, as you said, the uncertainty about the finalization of the rules. And also just as a reminder, the SCB is probably a little bit low right now and has been quite volatile. So, that's another factor that we need to keep in mind. Matt O'Connor Analyst, Deutsche Bank Securities, Inc. Q Okay. Thank you.",,,,jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12,"['yeah', 'good', 'question', 'think', 'framed', 'exactly', 'correctly', 'sense', 'obviously', 'lot', 'buyback', 'capacity', 'general', 'based', 'organic', 'capital', 'generation', 'normal', 'capital', 'hierarchy', 'apply', 'now', 'plan', 'remain', 'modest', 'pace', 'buyback', 'consistent', 'kind', 'billion', 'net', 'buyback', 'quarter', 'number', 've', 'talked', 'seen', 'light', 'probably', 'need', 'continue', 'building', 'bit', 'buffer', 'said', 'uncertainty', 'finalization', 'rule', 'also', 'reminder', 'scb', 'probably', 'little', 'bit', 'low', 'right', 'quite', 'volatile', 'that', 'another', 'factor', 'need', 'keep', 'mind', 'matt', 'oconnor', 'analyst', 'deutsche', 'bank', 'security', 'inc', 'okay', 'thank', 'you']",['yeah good question think framed exactly correctly sense obviously lot buyback capacity general based organic capital generation so normal capital hierarchy apply now plan remain modest pace buybacks consistent kind $2 billion net buyback quarter number weve talked seen us do light – probably need continue building bit buffer said uncertainty finalization rules also reminder scb probably little bit low right quite volatile so thats another factor need keep mind matt oconnor analyst deutsche bank securities inc q okay thank you'],['nan'],['nan']
"Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Thanks, Matt. Operator: Next, we'll go to the line of John McDonald from Autonomous Research. You may proceed..",,,,jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12,"['thanks', 'matt', 'operator', 'next', 'll', 'line', 'john', 'mcdonald', 'autonomous', 'research', 'may', 'proceed']",['thanks matt operator: next well go line john mcdonald autonomous research may proceed'],['nan'],['nan']
"John McDonald, Analyst, Autonomous Research","Analyst, Autonomous Research","Thanks. Jeremy, could you give a little more color on what's baked into the loan loss reserve in terms of kind of weighted average assumptions and how any change in macro outlook played into the dynamics of the reserve builds and releases this quarter?","Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Yeah. Actually, John, this quarter, that's all like pretty quiet. So, the weighted average unemployment rate number is still 5.5%. We didn't have any really big revisions in the macro outlook driving the numbers, and our skew remains as it has been – a little bit skewed to the downside. Just recognizing that we still see risks being elevated, which obviously you can see that skew in the difference between the weighted average unemployment of 5.5%, and what's in our central outlook, which I think is something like 4.6% (sic) [4.4%] peak of the current levels.",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12,"['thanks', 'jeremy', 'could', 'give', 'little', 'color', 'what', 'baked', 'loan', 'loss', 'reserve', 'term', 'kind', 'weighted', 'average', 'assumption', 'change', 'macro', 'outlook', 'played', 'dynamic', 'reserve', 'build', 'release', 'quarter']",['thanks jeremy could give little color whats baked loan loss reserve terms kind weighted average assumptions change macro outlook played dynamics reserve builds releases quarter'],"['yeah', 'actually', 'john', 'quarter', 'that', 'like', 'pretty', 'quiet', 'weighted', 'average', 'unemployment', 'rate', 'number', 'still', '', 'really', 'big', 'revision', 'macro', 'outlook', 'driving', 'number', 'skew', 'remains', 'little', 'bit', 'skewed', 'downside', 'recognizing', 'still', 'see', 'risk', 'elevated', 'obviously', 'see', 'skew', 'difference', 'weighted', 'average', 'unemployment', '', 'what', 'central', 'outlook', 'think', 'something', 'like', '', 'sic', '', 'peak', 'current', 'level']",['yeah actually john quarter thats like pretty quiet so weighted average unemployment rate number still 55% really big revisions macro outlook driving numbers skew remains – little bit skewed downside recognizing still see risks elevated obviously see skew difference weighted average unemployment 55% whats central outlook think something like 46% (sic) [44%] peak current levels']
"John McDonald, Analyst, Autonomous Research","Analyst, Autonomous Research","Okay. And then, just to follow up on the NII, could you give us some sensitivity to that outlook when you flex the amount of Fed cuts? Like what's the impact of a few Fed cuts and how much does it matter like for the first two versus if you're thinking four, five, six? I know it's complicated, but maybe a little bit of color on like how sensitive you are to a couple of cuts might be helpful.","Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Sure. Yeah, happy to do that, John. So, I think probably the best way to do this is to look at our EaR numbers. So, as you know, we don't update that until the Q. But on an estimated basis, it's going to be a little bit lower. So, I think something like $1.9 billion as opposed to $2.1 billion. So, just round numbers, about $2 billion in EaR. I think, empirically, the number is maybe a little higher than that just because even though we do model lags in the EaR, we've been seeing the lag effect be a little bit bigger. But just crudely, I think as I noted, we do remain asset-sensitive. That's one way to quantify it. I would say the empirical number would maybe be a little higher than that, and hopefully, that gives you enough to work with.",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12,"['okay', 'then', 'follow', 'nii', 'could', 'give', 'sensitivity', 'outlook', 'flex', 'amount', 'fed', 'cut', 'like', 'what', 'impact', 'fed', 'cut', 'much', 'matter', 'like', 'first', 'two', 'versus', 'thinking', 'four', 'five', 'six', 'know', 'complicated', 'maybe', 'little', 'bit', 'color', 'like', 'sensitive', 'couple', 'cut', 'might', 'helpful']",['okay then follow nii could give us sensitivity outlook flex amount fed cuts like whats impact fed cuts much matter like first two versus thinking four five six know complicated maybe little bit color like sensitive couple cuts might helpful'],"['sure', 'yeah', 'happy', 'that', 'john', 'think', 'probably', 'best', 'way', 'look', 'ear', 'number', 'know', 'update', 'estimated', 'basis', 'going', 'little', 'bit', 'lower', 'think', 'something', 'like', '', 'billion', 'opposed', '', 'billion', 'round', 'number', 'billion', 'ear', 'think', 'empirically', 'number', 'maybe', 'little', 'higher', 'even', 'though', 'model', 'lag', 'ear', 've', 'seeing', 'lag', 'effect', 'little', 'bit', 'bigger', 'crudely', 'think', 'noted', 'remain', 'assetsensitive', 'that', 'one', 'way', 'quantify', 'would', 'say', 'empirical', 'number', 'would', 'maybe', 'little', 'higher', 'that', 'hopefully', 'give', 'enough', 'work', 'with']",['sure yeah happy that john so think probably best way look ear numbers so know update q estimated basis going little bit lower so think something like $19 billion opposed $21 billion so round numbers $2 billion ear think empirically number maybe little higher even though model lags ear weve seeing lag effect little bit bigger crudely think noted remain asset-sensitive thats one way quantify it would say empirical number would maybe little higher that hopefully gives enough work with']
"Erika Najarian, Analyst, UBS Securities LLC","Analyst, UBS Securities LLC","Thanks. And just as a follow-up, the $90 billion in expenses for 2024, does that contemplate a significant increase or the comeback of investment banking that everybody seems to be expecting for 2024? 8","Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","A little bit of that is in there, yeah. So, you would see that. We often talk about the volume in revenue related category, and I think in my prepared remarks, you will have noted that I talked about a $1 billion increase in that category year-on-year as a result of an improved NIR outlook. So, the hope and expectation of a continued rebound in the investment banking wallet and our share of that is part of that.",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12,"['thanks', 'followup', 'billion', 'expense', 'contemplate', 'significant', 'increase', 'comeback', 'investment', 'banking', 'everybody', 'seems', 'expecting']",['thanks follow-up $90 billion expenses 2024 contemplate significant increase comeback investment banking everybody seems expecting 2024 8'],"['little', 'bit', 'there', 'yeah', 'would', 'see', 'that', 'often', 'talk', 'volume', 'revenue', 'related', 'category', 'think', 'prepared', 'remark', 'noted', 'talked', 'billion', 'increase', 'category', 'yearonyear', 'result', 'improved', 'nir', 'outlook', 'hope', 'expectation', 'continued', 'rebound', 'investment', 'banking', 'wallet', 'share', 'part', 'that']",['little bit there yeah so would see that often talk volume revenue related category think prepared remarks noted talked $1 billion increase category year-on-year result improved nir outlook so hope expectation continued rebound investment banking wallet share part that']
"Jim Mitchell, Analyst, Seaport Global Securities LLC","Analyst, Seaport Global Securities LLC","Right. Okay. Thanks a lot. Operator: Next, we'll go to the line of Ebrahim Poonawala from Bank of America Merrill Lynch. You may proceed.","Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Right. Okay, Ebrahim. So, I think a lot of those things aren't actually mutually exclusive. So, statement one, I think it's uncontroversial that the economic outlook has evolved to include a significantly higher probability of a soft landing. That's, I think, the consensus at this point. So, whether you believe it or not is a separate issue, but I think that is the consensus. In terms of consumer resilience, I made some comments about this on the press call. The way we see it, the consumer is fine. All of the relevant metrics are now effectively normalized. And the question really, in light of the fact that cash buffers are now also normal, but that that means that consumers have been spending more than they're taking in, is how that spending behavior adjusts as we go into the new year in a world where their cash buffers are less comfortable than they were. 7",jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12,"['right', 'okay', 'thanks', 'lot', 'operator', 'next', 'll', 'line', 'ebrahim', 'poonawala', 'bank', 'america', 'merrill', 'lynch', 'may', 'proceed']",['right okay thanks lot operator: next well go line ebrahim poonawala bank america merrill lynch may proceed'],"['right', 'okay', 'ebrahim', 'think', 'lot', 'thing', 'actually', 'mutually', 'exclusive', 'statement', 'one', 'think', 'uncontroversial', 'economic', 'outlook', 'evolved', 'include', 'significantly', 'higher', 'probability', 'soft', 'landing', 'that', 'think', 'consensus', 'point', 'whether', 'believe', 'separate', 'issue', 'think', 'consensus', 'term', 'consumer', 'resilience', 'made', 'comment', 'press', 'call', 'way', 'see', 'consumer', 'fine', 'relevant', 'metric', 'effectively', 'normalized', 'question', 'really', 'light', 'fact', 'cash', 'buffer', 'also', 'normal', 'mean', 'consumer', 'spending', 'they', 're', 'taking', 'spending', 'behavior', 'adjusts', 'new', 'year', 'world', 'cash', 'buffer', 'less', 'comfortable', 'were']",['right okay ebrahim so think lot things actually mutually exclusive so statement one think uncontroversial economic outlook evolved include significantly higher probability soft landing thats think consensus point so whether believe separate issue think consensus terms consumer resilience made comments press call way see it consumer fine relevant metrics effectively normalized question really light fact cash buffers also normal means consumers spending theyre taking in spending behavior adjusts go new year world cash buffers less comfortable were 7']
"Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","So, one can speculate about different trajectories that that could take. But I do think it's important to take a step back and remind ourselves that consistent with that soft landing view, just in the central case modeling – obviously, we always worry about the tail scenarios – is a very strong labor market. And a very strong labor market means, all else equal, strong consumer credit. So, that's how we see the world.",,,,jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12,"['one', 'speculate', 'different', 'trajectory', 'could', 'take', 'think', 'important', 'take', 'step', 'back', 'remind', 'consistent', 'soft', 'landing', 'view', 'central', 'case', 'modeling', 'obviously', 'always', 'worry', 'tail', 'scenario', 'strong', 'labor', 'market', 'strong', 'labor', 'market', 'mean', 'else', 'equal', 'strong', 'consumer', 'credit', 'that', 'see', 'world']",['so one speculate different trajectories could take think important take step back remind consistent soft landing view central case modeling – obviously always worry tail scenarios – strong labor market strong labor market means else equal strong consumer credit so thats see world'],['nan'],['nan']
"Jeremy Barnum, Chief Financial Officer, JPMorgan Chase","Chief Financial Officer, JPMorgan Chase & Co.","Yeah. Thanks, Charlie. So, one thing that we said when we kind of gave First Republic guidance at Investor Day earlier this year is that while we understood the need to track that, and we've been splitting out First Republic in our reported results in order to improve period-on-period 13",,,,jpm-4q23-earnings-call-transcript.pdf,4Q23,2024-01-12,"['yeah', 'thanks', 'charlie', 'one', 'thing', 'said', 'kind', 'gave', 'first', 'republic', 'guidance', 'investor', 'day', 'earlier', 'year', 'understood', 'need', 'track', 'that', 've', 'splitting', 'first', 'republic', 'reported', 'result', 'order', 'improve', 'periodonperiod']",['yeah thanks charlie so one thing said kind gave first republic guidance investor day earlier year understood need track that weve splitting first republic reported results order improve period-on-period 13'],['nan'],['nan']
